genName,BusId,pmax,pmin,init_output,init_state_time,MinOnTime,MinOffTime,ColdStartTime,ramp_up,ramp_down,startup_times,hot_start,cold_start,min_cost,segments,segment1,segment2,segment3,segment4,segment5,segment6,segment7,segment8,segment9,segment10,segment11,cost1,cost2,cost3,cost4,cost5,cost6,cost7,cost8,cost9,cost10,zone,Pstart,Pshut
104,1809,177.916864,50.96968651,0,-96,10,10,20,124.54,124.54,-,3850.64,9039.51,1226.67138504194,4,50.96968651,82.70648088,114.4432753,146.1800696,177.916864,,,,,,,20.92069438,29.9708994,40.06711396,53.2620891,,,,,,,-,124.54,124.54
105,1849,177.8492116,102.8758259,0,-96,10,10,20,124.49,124.49,-,8923.51,18752.91,4456.29307708329,4,102.8758259,121.6191723,140.3625187,159.1058652,177.8492116,,,,,,,50.70044945,56.91697842,63.58595419,70.37029765,,,,,,,-,124.49,124.49
106,1769,176.844376,36.17395513,0,-96,10,10,20,123.79,123.79,-,7164.46,9244.25,1188.64476418522,4,36.17395513,71.34156034,106.5091656,141.6767708,176.844376,,,,,,,22.71438466,33.68110284,45.54315756,60.09524252,,,,,,,-,123.79,123.79
107,1847,175.9555627,110.7232783,0,-96,10,10,20,123.17,123.17,-,9387.83,19322.01,4770.29048365712,4,110.7232783,127.0313494,143.3394205,159.6474916,175.9555627,,,,,,,52.47265596,57.36708086,62.75311276,68.21004624,,,,,,,-,123.17,123.17
108,1810,175.8334167,49.25160892,0,-96,10,10,20,123.08,123.08,-,5887.05,14207.02,1516.39758389241,4,49.25160892,80.89706086,112.5425128,144.1879648,175.8334167,,,,,,,24.12747889,33.30414083,43.28702456,55.39704392,,,,,,,-,123.08,123.08
109,1812,174.8276486,39.99284856,0,-96,10,10,20,122.38,122.38,-,4888.3,11907.71,1106.3181866053,4,39.99284856,73.70154857,107.4102486,141.1189486,174.8276486,,,,,,,21.51243367,32.31059361,43.71946297,56.0805735,,,,,,,-,122.38,122.38
110,1770,171.5208194,25.0900694,0,-96,10,10,20,120.06,120.06,-,10503.1,12492.24,1164.22957115265,4,25.0900694,61.69775691,98.30544442,134.9131319,171.5208194,,,,,,,23.17125058,34.85841266,47.19027315,60.37149206,,,,,,,-,120.06,120.06
111,1701,168.3091648,89.68662744,0,-96,10,10,20,117.82,117.82,-,8329.77,20326.87,3611.94895940104,4,89.68662744,109.3422618,128.9978961,148.6535305,168.3091648,,,,,,,42.52469347,49.01367056,55.74102008,62.64050712,,,,,,,-,117.82,117.82
112,1736,168.2854541,46.12008365,0,-96,10,10,20,117.8,117.8,-,3210.29,7813.53,2412.84697808843,4,46.12008365,76.66142625,107.2027689,137.7441115,168.2854541,,,,,,,37.75746902,51.67305435,66.34481809,83.04436292,,,,,,,-,117.8,117.8
113,1740,168.0382378,41.10800228,0,-96,10,10,20,117.63,117.63,-,3451.45,8489.21,2298.47195064552,4,41.10800228,72.84056117,104.5731201,136.3056789,168.0382378,,,,,,,37.38657953,52.03198194,67.56303104,85.02431673,,,,,,,-,117.63,117.63
114,1741,168.0032488,45.39703491,0,-96,10,10,20,117.6,117.6,-,3021.52,6106.48,1614.91577204995,4,45.39703491,76.04858839,106.7001419,137.3516954,168.0032488,,,,,,,25.34466282,34.70139051,45.03544956,57.8252357,,,,,,,-,117.6,117.6
115,1700,167.4818801,90.15496598,0,-96,10,10,20,117.24,117.24,-,4952.7,10383.64,3977.73373439835,4,90.15496598,109.4866945,128.818423,148.1501515,167.4818801,,,,,,,46.88256122,54.25502449,62.0715908,70.15921269,,,,,,,-,117.24,117.24
116,1735,166.7186834,40.81003776,0,-96,10,10,20,116.7,116.7,-,3680.33,7700.01,1749.7109080231,4,40.81003776,72.28719916,103.7643606,135.241522,166.7186834,,,,,,,28.67274292,39.98931569,52.1236915,65.89013894,,,,,,,-,116.7,116.7
117,1742,166.3946378,50.06659147,0,-96,10,10,20,116.48,116.48,-,3180.94,6201.91,1898.0587846098,4,50.06659147,79.14860305,108.2306146,137.3126262,166.3946378,,,,,,,28.31481584,37.79449832,48.06133598,61.41088269,,,,,,,-,116.48,116.48
118,1739,166.001182,51.14976073,0,-96,10,10,20,116.2,116.2,-,3241.07,7163.68,2206.51677010982,4,51.14976073,79.86261603,108.5754713,137.2883266,166.001182,,,,,,,33.9295275,46.00339143,58.96419463,75.59566612,,,,,,,-,116.2,116.2
119,1738,165.828234,45.51572196,0,-96,10,10,20,116.08,116.08,-,3600.34,7530.29,1593.15854377005,4,45.51572196,75.59384998,105.671978,135.750106,165.828234,,,,,,,25.61122583,35.49789724,46.25847799,59.84780475,,,,,,,-,116.08,116.08
120,1737,165.1713037,48.32362767,0,-96,10,10,20,115.62,115.62,-,3359.11,6942.67,2086.52816187145,4,48.32362767,77.53554668,106.7474657,135.9593847,165.1713037,,,,,,,32.17489317,43.64989841,55.79415988,70.88929414,,,,,,,-,115.62,115.62
121,1840,157.4398465,40.39662412,0,-96,10,10,20,110.21,110.21,-,5354.29,9788.44,2280.73833187793,4,40.39662412,69.65742971,98.91823529,128.1790409,157.4398465,,,,,,,35.77367591,48.93235367,62.84102726,78.48699547,,,,,,,-,110.21,110.21
122,1842,156.7208176,40.82519722,0,-96,10,10,20,109.7,109.7,-,4731.78,9624.43,2309.42937486462,4,40.82519722,69.79910231,98.7730074,127.7469125,156.7208176,,,,,,,35.70862717,48.50388148,61.98646184,76.51606534,,,,,,,-,109.7,109.7
123,1841,156.1015345,46.83910177,0,-96,10,10,20,109.27,109.27,-,5600.83,8376.62,1806.05222590335,4,46.83910177,74.15470994,101.4703181,128.7859263,156.1015345,,,,,,,27.11668766,36.22593154,45.97577744,58.68512803,,,,,,,-,109.27,109.27
124,1839,153.376179,37.77255067,0,-96,10,10,20,107.36,107.36,-,7600.55,10548.17,1858.35647046075,4,37.77255067,66.67345775,95.57436482,124.4752719,153.376179,,,,,,,29.56323489,40.61404924,52.04338337,64.92531558,,,,,,,-,107.36,107.36
125,1628,153.2273564,97.94067087,0,-96,10,10,20,107.26,107.26,-,4645.47,7133.48,5679.46640865906,4,97.94067087,111.7623423,125.5840136,139.405685,153.2273564,,,,,,,64.91583685,73.03700962,81.48589852,90.60389239,,,,,,,-,107.26,107.26
126,1681,137.6341904,9.712799612,0,-96,10,10,20,96.34,96.34,-,12839.64,13014.96,802.273004977049,4,9.712799612,41.6931473,73.673495,105.6538427,137.6341904,,,,,,,17.60404422,27.36926023,40.22810177,57.7057598,,,,,,,-,96.34,96.34
127,1855,129.8974758,28.14699375,0,-96,10,10,20,90.93,90.93,-,14438.62,16776.19,1696.9679144958,4,28.14699375,53.58461427,79.02223479,104.4598553,129.8974758,,,,,,,28.88781789,41.4868181,56.314945,74.97367782,,,,,,,-,90.93,90.93
128,1856,126.0594614,31.06859712,0,-96,10,10,20,88.24,88.24,-,11349.29,14489,1935.74466096395,4,31.06859712,54.8163132,78.56402927,102.3117453,126.0594614,,,,,,,30.13228843,41.61157715,57.31710844,82.02110853,,,,,,,-,88.24,88.24
129,1821,123.9279848,32.68146398,0,-96,10,10,20,86.75,86.75,-,12552.85,15222.49,2110.20803333523,4,32.68146398,55.49309418,78.30472439,101.1163546,123.9279848,,,,,,,31.8890582,43.25665339,56.36076879,76.51370917,,,,,,,-,86.75,86.75
130,97,123.0771022,32.48920515,0,-96,10,10,20,86.15,86.15,-,13160,15752.55,2067.12255240295,4,32.48920515,55.13617941,77.78315366,100.4301279,123.0771022,,,,,,,31.28491118,42.45777217,55.4927389,75.7631154,,,,,,,-,86.15,86.15
131,1680,87.53684764,8.5,0,-96,8,8,16,61.28,61.28,-,6558.2,9819.66,1226.67577231568,4,8.5,28.25921191,48.01842382,67.77763573,87.53684764,,,,,,,26.71555152,41.25567924,56.22557904,75.24023486,,,,,,,-,61.28,61.28
132,1679,86.73020676,11.99039939,0,-96,8,8,16,60.71,60.71,-,6895.8,10342.17,952.224729111687,4,11.99039939,30.67535123,49.36030308,68.04525492,86.73020676,,,,,,,23.13624142,36.81926445,51.50828072,70.28520384,,,,,,,-,60.71,60.71
133,1234,83.96285975,17.4,0,-96,8,8,16,58.77,58.77,-,3853.64,7603.94,2506.68251764706,4,17.4,34.04071494,50.68142987,67.32214481,83.96285975,,,,,,,63.17921184,101.4533997,139.9503801,181.8060098,,,,,,,-,58.77,58.77
134,1619,83.53923717,19.15141276,0,-96,8,8,16,58.48,58.48,-,5715.44,10671.07,1490.97805634409,4,19.15141276,35.24836886,51.34532496,67.44228106,83.53923717,,,,,,,29.51926753,44.43374241,59.75436122,77.08422357,,,,,,,-,58.48,58.48
135,1618,83.12972049,18.4,0,-96,8,8,16,58.19,58.19,-,3605.98,5794.4,1777.53566824547,4,18.4,34.58243012,50.76486025,66.94729037,83.12972049,,,,,,,36.5803393,55.52498145,74.660905,97.02635979,,,,,,,-,58.19,58.19
136,1612,82.53618557,17.2,0,-96,8,8,16,57.78,57.78,-,5808.96,11167.7,2193.23965339553,4,17.2,33.53404639,49.86809279,66.20213918,82.53618557,,,,,,,61.66493617,101.6955566,142.1093972,186.3977101,,,,,,,-,57.78,57.78
137,1830,81.63586271,20.56128133,0,-96,8,8,16,57.15,57.15,-,4665.82,8946.62,3875.30251288254,4,20.56128133,35.82992668,51.09857202,66.36721737,81.63586271,,,,,,,83.15679534,127.7782235,172.6895218,220.3161944,,,,,,,-,57.15,57.15
138,1804,78.06622982,22.43018371,0,-96,8,8,16,54.65,54.65,-,5768.51,10662.45,2548.73715843132,4,22.43018371,36.33919523,50.24820676,64.15721829,78.06622982,,,,,,,43.56391278,61.90255732,81.57077359,105.3678754,,,,,,,-,54.65,54.65
139,1760,76.22617965,23.30269174,0,-96,8,8,16,53.36,53.36,-,5664.06,10817.02,2993.05989242774,4,23.30269174,36.53356372,49.7644357,62.99530767,76.22617965,,,,,,,57.33802763,85.01963782,113.9487185,146.2866152,,,,,,,-,53.36,53.36
140,463,75.83020061,23.77426978,0,-96,8,8,16,53.08,53.08,-,7715.08,15029.01,3531.58740975143,4,23.77426978,36.78825249,49.8022352,62.8162179,75.83020061,,,,,,,79.86704217,124.7874219,170.8507852,219.7599912,,,,,,,-,53.08,53.08
141,1803,75.54523883,27.4139264,0,-96,8,8,16,52.88,52.88,-,8057.71,15280.08,2748.94267841598,4,27.4139264,39.44675451,51.47958262,63.51241072,75.54523883,,,,,,,47.61327764,68.0678097,89.09243586,112.1353453,,,,,,,-,52.88,52.88
142,1802,74.28781072,30.20034254,0,-96,8,8,16,52,52,-,5309.1,10622.61,4316.94553130742,4,30.20034254,41.22220958,52.24407663,63.26594367,74.28781072,,,,,,,76.21743752,109.2886026,143.6360691,182.0472216,,,,,,,-,52,52
143,1677,73.15401699,19.36286388,0,-96,8,8,16,51.21,51.21,-,5118.28,10017.72,2566.54060164156,4,19.36286388,32.81065216,46.25844043,59.70622871,73.15401699,,,,,,,52.08321121,78.73619415,106.2914422,136.75709,,,,,,,-,51.21,51.21
144,1676,71.75432807,22.13785819,0,-96,8,8,16,50.23,50.23,-,6133.69,12342.61,2823.36497511711,4,22.13785819,34.54197566,46.94609313,59.3502106,71.75432807,,,,,,,64.4618502,100.9194912,138.3675845,178.5133704,,,,,,,-,50.23,50.23
145,1678,70.89946616,24.18940848,0,-96,8,8,16,49.63,49.63,-,5888.94,11305.48,3658.4557947181,4,24.18940848,35.8669229,47.54443732,59.22195174,70.89946616,,,,,,,72.91776034,109.4045955,147.3721125,189.7313411,,,,,,,-,49.63,49.63
146,1758,69.43503734,22.84408078,0,-96,8,8,16,48.6,48.6,-,5914.09,11037.36,3837.66598758019,4,22.84408078,34.49181992,46.13955906,57.7872982,69.43503734,,,,,,,73.37169783,108.5410279,144.8214214,184.1712002,,,,,,,-,48.6,48.6
147,1675,67.16598424,28.1295205,0,-96,8,8,16,47.02,47.02,-,8986.84,16980.49,2923.66588472861,4,28.1295205,37.88863644,47.64775237,57.40686831,67.16598424,,,,,,,48.24280435,67.53891411,87.31304864,109.1116903,,,,,,,-,47.02,47.02
148,1759,66.62261083,16.40404733,0,-96,8,8,16,46.64,46.64,-,1619.75,3116.83,3713.13263963941,4,16.40404733,28.95868821,41.51332908,54.06796996,66.62261083,,,,,,,77.84222515,118.5541794,160.1785817,205.6824198,,,,,,,-,46.64,46.64
149,1698,60.09965277,21,0,-96,8,8,16,42.07,42.07,-,665.39,708.26,2274.29869908017,4,21,30.77491319,40.54982639,50.32473958,60.09965277,,,,,,,31.97515324,41.20731949,50.43948575,60.95804696,,,,,,,-,42.07,42.07
150,1784,59.84562457,12.2,0,-96,8,8,16,41.89,41.89,-,700.69,1013.42,1079.87924911288,4,12.2,24.11140614,36.02281228,47.93421842,59.84562457,,,,,,,30.63595387,50.51339114,70.80322547,91.93533243,,,,,,,-,41.89,41.89
151,348,59.74736325,12.4,0,-96,8,8,16,41.82,41.82,-,1370.27,1605.13,3109.97453206584,4,12.4,24.23684081,36.07368163,47.91052244,59.74736325,,,,,,,57.98762879,84.91194793,111.9330257,140.8170131,,,,,,,-,41.82,41.82
152,1783,59.09837401,12.2,0,-96,8,8,16,41.37,41.37,-,228.57,455.59,586.870855296168,4,12.2,23.9245935,35.64918701,47.37378051,59.09837401,,,,,,,16.62682321,27.39160789,38.86064946,51.89582823,,,,,,,-,41.37,41.37
153,1631,57.06561391,13.47569219,0,-96,8,8,16,39.95,39.95,-,877.39,1038.35,1694.88951775495,4,13.47569219,24.37317262,35.27065305,46.16813348,57.06561391,,,,,,,41.01600532,65.1376346,90.41065321,118.1584909,,,,,,,-,39.95,39.95
154,1629,56.77662203,12.65027923,0,-96,8,8,16,39.74,39.74,-,449.65,804.89,960.643063987167,4,12.65027923,23.68186493,34.71345063,45.74503633,56.77662203,,,,,,,27.82111873,46.0667729,65.58904678,87.91733828,,,,,,,-,39.74,39.74
155,1632,55.74723259,18.54496132,0,-96,8,8,16,39.02,39.02,-,689.32,1040.14,1308.5299204306,4,18.54496132,27.84552913,37.14609695,46.44666477,55.74723259,,,,,,,32.92524058,52.81695663,73.57035256,96.15916504,,,,,,,-,39.02,39.02
156,1800,54.97320265,13.760089,0,-96,8,8,16,38.48,38.48,-,400.99,771.12,670.50703770217,4,13.760089,24.06336741,34.36664582,44.66992424,54.97320265,,,,,,,20.08807252,33.5064774,47.23622162,61.60228658,,,,,,,-,38.48,38.48
157,1696,54.61937097,16.75654648,0,-96,8,8,16,38.23,38.23,-,446.23,752.79,763.955183058388,4,16.75654648,26.2222526,35.68795873,45.15366485,54.61937097,,,,,,,22.78611867,37.95741898,53.91106339,71.56872425,,,,,,,-,38.23,38.23
158,1633,54.53949667,14.18118561,0,-96,8,8,16,38.18,38.18,-,490.87,790.88,679.651639527737,4,14.18118561,24.27076337,34.36034114,44.4499189,54.53949667,,,,,,,22.01901697,37.28816405,53.04372346,69.8097673,,,,,,,-,38.18,38.18
159,1202,54.26419009,16.30038996,0,-96,8,8,16,37.98,37.98,-,576.65,828.5,712.708168025019,4,16.30038996,25.79133999,35.28229002,44.77324006,54.26419009,,,,,,,23.08942683,39.10502723,55.51947735,72.7342094,,,,,,,-,37.98,37.98
160,1630,54.02419102,14.97325759,0,-96,8,8,16,37.82,37.82,-,399.2,734.37,620.283415206496,4,14.97325759,24.73599095,34.4987243,44.26145766,54.02419102,,,,,,,18.39136948,30.62053853,43.0103203,55.69172734,,,,,,,-,37.82,37.82
161,842,53.38262175,17.03525213,0,-96,8,8,16,37.37,37.37,-,463.16,1700.58,750.04982641826,4,17.03525213,26.12209453,35.20893694,44.29577934,53.38262175,,,,,,,18.10450807,28.71278969,40.56565892,55.20514714,,,,,,,-,37.37,37.37
162,860,51.8632133,16.8616174,0,-96,8,8,16,36.3,36.3,-,409.2,1577.1,979.827860999168,4,16.8616174,25.61201638,34.36241535,43.11281433,51.8632133,,,,,,,14.24146663,18.73639098,23.28284868,27.88064078,,,,,,,-,36.3,36.3
163,956,51.51969033,10.6,0,-96,8,8,16,36.06,36.06,-,352.25,875.35,645.392525988189,4,10.6,20.82992258,31.05984516,41.28976775,51.51969033,,,,,,,8.840388445,11.31345292,13.87278243,16.51804393,,,,,,,-,36.06,36.06
164,1094,51.33636105,18.04769892,0,-96,8,8,16,35.94,35.94,-,163.05,611.78,982.947501289903,4,18.04769892,26.36986445,34.69202999,43.01419552,51.33636105,,,,,,,13.80601716,17.79961929,21.81021508,25.83773891,,,,,,,-,35.94,35.94
165,466,50.20102185,10.4,0,-96,8,8,16,35.14,35.14,-,511.1,1366,631.062623083802,4,10.4,20.35025546,30.30051093,40.25076639,50.20102185,,,,,,,8.634054908,11.04036498,13.52923252,16.10033877,,,,,,,-,35.14,35.14
166,1790,49.48496182,0.8,0,-96,6,6,12,34.64,34.64,-,526.33,526.33,0,4,0.8,12.97124045,25.14248091,37.31372136,49.48496182,,,,,,,15.11179444,30.33186674,45.67258378,61.1176962,,,,,,,-,34.64,34.64
167,264,48.57142857,10,0,-96,6,6,12,34,34,-,92.52,92.52,645.878606498896,4,10,19.64285714,29.28571429,38.92857143,48.57142857,,,,,,,8.707294056,11.03937348,13.4547029,15.95296089,,,,,,,-,34,34
168,1687,48.57142857,10,0,-96,6,6,12,34,34,-,92.52,92.52,645.734976451918,4,10,19.64285714,29.28571429,38.92857143,48.57142857,,,,,,,8.704472752,11.03516717,13.44911158,15.94598457,,,,,,,-,34,34
169,1688,48.57142857,10,0,-96,6,6,12,34,34,-,92.52,92.52,645.793083419025,4,10,19.64285714,29.28571429,38.92857143,48.57142857,,,,,,,8.705614139,11.03686887,13.4513736,15.94880691,,,,,,,-,34,34
170,1691,48.57142857,10,0,-96,6,6,12,34,34,-,92.52,92.52,646.067553106065,4,10,19.64285714,29.28571429,38.92857143,48.57142857,,,,,,,8.711005507,11.04490691,13.46205832,15.96213829,,,,,,,-,34,34
171,1764,48.57142857,10,0,-96,6,6,12,34,34,-,92.52,92.52,645.856561384883,4,10,19.64285714,29.28571429,38.92857143,48.57142857,,,,,,,8.706861027,11.03872787,13.45384471,15.95189012,,,,,,,-,34,34
172,1828,48.57142857,10,0,-96,6,6,12,34,34,-,92.52,92.52,646.238912414531,4,10,19.64285714,29.28571429,38.92857143,48.57142857,,,,,,,8.714371494,11.04992529,13.46872909,15.97046146,,,,,,,-,34,34
173,1829,48.57142857,10,0,-96,6,6,12,34,34,-,92.52,92.52,645.858044877205,4,10,19.64285714,29.28571429,38.92857143,48.57142857,,,,,,,8.706890167,11.03877131,13.45390246,15.95196218,,,,,,,-,34,34
174,1689,48.53325318,10,0,-96,6,6,12,33.97,33.97,-,92.47,92.47,645.928808925468,4,10,19.6333133,29.26662659,38.89993989,48.53325318,,,,,,,8.706054275,11.03630918,13.44973168,15.94600068,,,,,,,-,33.97,33.97
175,1686,48.52121935,10,0,-96,6,6,12,33.96,33.96,-,92.45,92.45,646.09168583472,4,10,19.63030484,29.26060967,38.89091451,48.52121935,,,,,,,8.708549939,11.03964566,13.45388302,15.95094099,,,,,,,-,33.96,33.96
176,1690,48.403772,10,0,-96,6,6,12,33.88,33.88,-,92.28,92.28,645.849765804694,4,10,19.600943,29.201886,38.802829,48.403772,,,,,,,8.69695527,11.01862105,13.42317498,15.91029702,,,,,,,-,33.88,33.88
177,1834,47.6,9.8,0,-96,6,6,12,33.32,33.32,-,90.67,90.67,641.266076426211,4,9.8,19.25,28.7,38.15,47.6,,,,,,,8.616690787,10.90262081,13.27013583,15.71892085,,,,,,,-,33.32,33.32
178,1613,47.55031273,9.8,0,-96,6,6,12,33.29,33.29,-,90.6,90.6,641.374494532801,4,9.8,19.23757818,28.67515637,38.11273455,47.55031273,,,,,,,8.615921905,10.89989121,13.26533827,15.71194851,,,,,,,-,33.29,33.29
179,1833,47.20852596,9.8,0,-96,6,6,12,33.05,33.05,-,90.1,90.1,641.277895178471,4,9.8,19.15213149,28.50426298,37.85639447,47.20852596,,,,,,,8.594095821,10.8564645,13.19957324,15.62311031,,,,,,,-,33.05,33.05
180,1247,45,44,0,-96,6,6,12,31.5,31.5,-,2184.48,2359.82,4249.70236903735,4,44,44.25,44.5,44.75,45,,,,,,,42.63342369,42.76982369,42.90622369,43.04262369,,,,,,,-,44,31.5
181,1247,45,44,0,-96,6,6,12,31.5,31.5,-,2396.19,2765.47,4135.53729123724,4,44,44.25,44.5,44.75,45,,,,,,,41.49177291,41.62817291,41.76457291,41.90097291,,,,,,,-,44,31.5
182,1635,40.51431367,8.99,0,-96,6,6,12,28.36,28.36,-,77.1,77.1,565.519684797226,4,8.99,16.87107842,24.75215684,32.63323525,40.51431367,,,,,,,7.489414205,9.391934242,11.36249426,13.40083154,,,,,,,-,28.36,28.36
183,1817,37.97148739,1,0,-96,6,6,12,26.58,26.58,-,1940.83,4883.81,0,4,1,10.24287185,19.4857437,28.72861555,37.97148739,,,,,,,23.65791312,52.01015162,83.75995658,118.2738124,,,,,,,-,26.58,26.58
184,1818,37.91294231,8.8,0,-96,6,6,12,26.54,26.54,-,71.79,71.79,526.145732320237,4,8.8,16.07823558,23.35647116,30.63470673,37.91294231,,,,,,,6.956091453,8.713803624,10.53435123,12.41749166,,,,,,,-,26.54,26.54
185,904,36.23128243,8.4,0,-96,6,6,12,25.36,25.36,-,68.17,68.17,509.426299761844,4,8.4,15.35782061,22.31564122,29.27346182,36.23128243,,,,,,,6.714756835,8.395551783,10.13641592,11.93711731,,,,,,,-,25.36,25.36
186,904,35.67983512,8.4,0,-96,6,6,12,24.98,24.98,-,67.14,67.14,500.508999253465,4,8.4,15.21995878,22.03991756,28.85987634,35.67983512,,,,,,,6.593712859,8.241442035,9.948050189,11.71330999,,,,,,,-,24.98,24.98
187,1710,35.15936891,7.98,0,-96,6,6,12,24.61,24.61,-,102.23,1885.52,434.954429519433,4,7.98,14.77484223,21.56968446,28.36452668,35.15936891,,,,,,,8.330572632,12.53240904,19.72563227,29.34411518,,,,,,,-,24.61,24.61
188,1711,34.84518604,7.98,0,-96,6,6,12,24.39,24.39,-,62.16,1271.74,443.859486192749,4,7.98,14.69629651,21.41259302,28.12888953,34.84518604,,,,,,,6.113608676,7.861838284,11.59604233,16.93106832,,,,,,,-,24.39,24.39
189,988,34.31532721,7.8,0,-96,6,6,12,24.02,24.02,-,119.92,2631.08,458.529239999165,4,7.8,14.4288318,21.05766361,27.68649541,34.31532721,,,,,,,9.633352254,14.97465583,24.42800582,37.21244302,,,,,,,-,24.02,24.02
190,1709,34.13633226,7.98,0,-96,6,6,12,23.9,23.9,-,83.23,934.13,439.726712542384,4,7.98,14.51908307,21.05816613,27.5972492,34.13633226,,,,,,,7.178570847,10.10095236,14.48983721,20.07384825,,,,,,,-,23.9,23.9
191,1754,33.35433928,12.78872867,0,-96,6,6,12,23.35,23.35,-,1075.27,4857.59,1515.91302798999,4,12.78872867,17.93013132,23.07153397,28.21293662,33.35433928,,,,,,,18.17976783,21.35189186,34.33307779,55.18144524,,,,,,,-,23.35,23.35
192,349,32.15225702,8.28,0,-96,6,6,12,22.51,22.51,-,59.31,59.31,426.977425784909,4,8.28,14.24806426,20.21612851,26.18419277,32.15225702,,,,,,,5.659378211,7.100705387,8.593556852,10.13773367,,,,,,,-,22.51,22.51
193,1816,30.13680592,1,0,-96,6,6,12,21.1,21.1,-,1189.9,4845.58,0,4,1,8.28420148,15.56840296,22.85260444,30.13680592,,,,,,,16.71838243,41.68111604,69.45526828,99.49366819,,,,,,,-,21.1,21.1
194,1643,29.89988547,10.96738036,0,-96,6,6,12,20.93,20.93,-,1872.48,3441.61,1570.26693475812,4,10.96738036,15.70050664,20.43363292,25.16675919,29.89988547,,,,,,,21.86485164,28.33056269,39.10841266,53.38459477,,,,,,,-,20.93,20.93
195,1659,29.11047063,11.80343763,0,-96,6,6,12,20.38,20.38,-,2572.02,4592.68,1793.72873051414,4,11.80343763,16.13019588,20.45695413,24.78371238,29.11047063,,,,,,,33.4327826,57.10040303,81.10971835,105.4410807,,,,,,,-,20.38,20.38
196,1657,28.58862029,12.64938709,0,-96,6,6,12,20.01,20.01,-,2955.7,5074.04,1501.91601539693,4,12.64938709,16.63419539,20.61900369,24.60381199,28.58862029,,,,,,,30.12833175,54.34743179,78.7966074,103.4626289,,,,,,,-,20.01,20.01
197,1797,28.50360577,10.89058918,0,-96,6,6,12,19.95,19.95,-,536.54,2202.39,2960.43738327612,4,10.89058918,15.29384333,19.69709747,24.10035162,28.50360577,,,,,,,31.72255096,33.94404119,39.58141135,47.96733752,,,,,,,-,19.95,19.95
198,1819,28.31482911,15.31818067,0,-96,6,6,12,19.82,19.82,-,2811.31,3980.71,1983.33009056715,4,15.31818067,18.56734278,21.81650489,25.065667,28.31482911,,,,,,,30.81900777,47.17480447,63.75539959,80.54786694,,,,,,,-,19.82,19.82
199,1660,28.14867181,15.05196086,0,-96,6,6,12,19.7,19.7,-,2735.37,3451.15,1697.94210598876,4,15.05196086,18.32613859,21.60031633,24.87449407,28.14867181,,,,,,,26.95625718,40.5389743,54.40520132,68.53863607,,,,,,,-,19.7,19.7
200,958,28.02028876,11.15818145,0,-96,6,6,12,19.61,19.61,-,1752.64,3167.62,1301.66798021326,4,11.15818145,15.37370828,19.58923511,23.80476193,28.02028876,,,,,,,17.33255118,21.83375377,30.15810941,41.57531411,,,,,,,-,19.61,19.61
201,1313,28.00126714,12.93041741,0,-96,6,6,12,19.6,19.6,-,2046.19,4309.02,1709.45935883092,4,12.93041741,16.69812984,20.46584227,24.23355471,28.00126714,,,,,,,31.96102595,56.51697645,81.26540019,106.1952297,,,,,,,-,19.6,19.6
202,1779,27.98939971,14.19722463,0,-96,6,6,12,19.59,19.59,-,2366.01,3260.73,2781.1280941029,4,14.19722463,17.6452684,21.09331217,24.54135594,27.98939971,,,,,,,35.05368339,42.67412949,52.34919548,63.72129705,,,,,,,-,19.59,19.59
203,1615,27.38905718,14.71033602,0,-96,6,6,12,19.17,19.17,-,2616.49,4250.67,209.724423434967,4,14.71033602,17.88001631,21.0496966,24.21937689,27.38905718,,,,,,,14.46879958,34.87770791,55.40515131,76.04431387,,,,,,,-,19.17,19.17
204,1661,27.30932938,17.92339816,0,-96,6,6,12,19.12,19.12,-,2998.56,3936.27,1819.63042160855,4,17.92339816,20.26988097,22.61636377,24.96284658,27.30932938,,,,,,,26.89931272,41.09676325,55.32799021,69.59105139,,,,,,,-,19.12,19.12
205,1805,27.23690454,15.59104053,0,-96,6,6,12,19.07,19.07,-,2017.44,3940.04,538.800486146779,4,15.59104053,18.50250654,21.41397254,24.32543854,27.23690454,,,,,,,17.89090001,39.81503651,61.78458376,83.79693058,,,,,,,-,19.07,19.07
206,1777,27.21536379,9.719844004,0,-96,6,6,12,19.05,19.05,-,1939.66,3637.32,1138.82042267389,4,9.719844004,14.09372395,18.4676039,22.84148384,27.21536379,,,,,,,14.99130923,18.74038367,26.92795081,38.69682539,,,,,,,-,19.05,19.05
207,1723,27.14788859,13.81466421,0,-96,6,6,12,19,19,-,1331.52,3737.03,1570.51449177841,4,13.81466421,17.1479703,20.4812764,23.81458249,27.14788859,,,,,,,30.94867385,58.40709596,85.91282111,113.4631293,,,,,,,-,19,19
208,1853,26.85921146,10.94306749,0,-96,6,6,12,18.8,18.8,-,1214.25,3546.73,3342.54903389307,4,10.94306749,14.92210349,18.90113948,22.88017547,26.85921146,,,,,,,36.94557418,40.64600329,50.248539,64.59994865,,,,,,,-,18.8,18.8
209,44,26.80870603,13.13634598,0,-96,6,6,12,18.77,18.77,-,2490.83,3560.13,2338.26667826141,4,13.13634598,16.55443599,19.97252601,23.39061602,26.80870603,,,,,,,34.83026521,51.5685316,68.58477544,85.86301269,,,,,,,-,18.77,18.77
