line,BusFrom,BusTo,X,Pmin,Pmax,ratio,IsBuildPlineLimit
636,924,322,0.00154,-420,420,1,NO
637,605,323,0.00642,-455,455,1,NO
638,742,323,0.02145,-255,255,1,NO
639,687,324,0.00047,-278,278,1,NO
640,834,324,0.00077,-311,311,1,NO
641,1433,325,0.0001,-471,471,1,NO
642,1432,326,0.0001,-540,540,1,NO
643,1086,327,0.03722,-575,575,1,NO
644,1275,328,0.02949,-575,575,1,NO
645,1086,328,0.03636,-575,575,1,NO
646,418,329,0.01416,-432,432,1,NO
647,544,329,0.00984,-432,432,1,NO
648,426,330,0.03708,-535,535,1,NO
649,1181,330,0.0032,-471,471,1,NO
650,1434,330,0.00567,-558,558,1,NO
651,426,330,0.03654,-558,558,1,NO
652,426,330,0.03654,-558,558,1,NO
653,992,335,0.02649,0,0,1,NO
654,1136,335,0.00352,0,0,1,NO
655,1513,335,0.02825,0,0,1,NO
656,971,335,0.00721,-270,270,1,NO
657,477,336,0.00057,-259,259,1,NO
658,875,338,0.00073,-420,420,1,NO
659,938,338,0.00235,-288,288,1,NO
660,1464,338,0.00565,-656,656,1,NO
661,875,338,0.00062,-420,420,1,NO
662,938,338,0.00237,-288,288,1,NO
663,1463,338,0.00567,-935,935,1,NO
664,875,338,0.00211,-426,426,1,NO
665,1451,338,0.00205,-935,935,1,NO
666,1452,338,0.00204,-935,935,1,NO
667,964,339,0.01771,-455,455,1,NO
668,1438,340,0.01288,-296,296,1,NO
669,546,339,0.03119,-296,296,1,NO
670,548,341,0.00808,-2487,2487,1,NO
671,865,341,0.01457,-1746,1746,1,NO
672,596,342,0.01936,-471,471,1,NO
673,973,342,0.02451,-383,383,1,NO
674,1012,342,0.10226,-558,558,1,NO
675,1205,342,0.02797,-357,357,1,NO
676,1497,342,0.00729,-487,487,1,NO
677,333,342,0.00089,-935,935,1,NO
678,973,342,0.019,-558,558,1,NO
679,1470,342,0.00678,-558,558,1,NO
680,331,342,0.00083,-935,935,1,NO
681,332,342,0.00065,-935,935,1,NO
682,427,343,0.03152,-1579,1579,1,NO
683,725,343,0.01177,-1579,1579,1,NO
684,427,343,0.03172,-1579,1579,1,NO
685,726,343,0.01173,-1579,1579,1,NO
686,769,343,0.04996,-1579,1579,1,NO
687,334,343,0.00025,-921,921,1,NO
688,345,344,0.00472,-354,354,1,NO
689,822,344,0.0049,-408,408,1,NO
690,811,345,0.01235,-405,405,1,NO
691,358,346,0.03135,-434,434,1,NO
692,1341,346,0.02358,-416,416,1,NO
693,465,347,0.01039,-482,482,1,NO
694,536,347,0.00509,-361,361,1,NO
695,881,347,0.01298,-454,454,1,NO
696,536,347,0.00498,-353,353,1,NO
697,881,347,0.01302,-454,454,1,NO
698,1436,348,0.00069,-274,274,1,NO
699,842,349,0.02015,-561,561,1,NO
700,1220,349,0.02884,-562,562,1,NO
701,376,350,0.00051,-1382,1382,1,NO
702,991,350,0.01909,-1611,1611,1,NO
703,1250,350,0.01509,-1611,1611,1,NO
704,1297,350,0.00934,-1611,1611,1,NO
705,375,350,0.00051,-1382,1382,1,NO
706,991,350,0.01895,-1611,1611,1,NO
707,1297,350,0.00954,-1611,1611,1,NO
708,377,350,0.00055,-1382,1382,1,NO
709,1297,350,0.00954,-1611,1611,1,NO
710,378,350,0.00055,-1382,1382,1,NO
711,1437,351,0.00602,-502,502,1,NO
712,471,354,0.00668,-488,488,1,NO
713,589,353,0.06424,-375,375,1,NO
714,810,354,0.02335,-502,502,1,NO
715,924,355,0.0078,-287,287,1,NO
716,1113,353,0.00259,-261,261,1,NO
717,1143,353,0.0158,-287,287,1,NO
718,1160,354,0.01636,-502,502,1,NO
719,1237,354,0.07866,-375,375,1,NO
720,1513,354,0.00156,0,0,1,NO
721,471,353,0.00666,-464,464,1,NO
722,971,353,0.0225,-333,333,1,NO
723,1143,355,0.0002,0,0,1,NO
724,1321,356,0.00644,-1842,1842,1,NO
725,1321,356,0.00643,-1842,1842,1,NO
726,517,357,0.01923,-410,410,1,NO
727,546,357,0.07155,0,0,1,NO
728,916,357,0.05347,0,0,1,NO
729,979,358,0.03773,-411,411,1,NO
730,1247,358,0.00638,-399,399,1,NO
731,1481,358,0.02564,-333,333,1,NO
732,644,359,0.17144,0,0,1,NO
733,594,360,0.01876,-575,575,1,NO
734,705,360,0.0031,-575,575,1,NO
735,1401,360,0.01154,-566,566,1,NO
736,1401,360,0.0115,-368,368,1,NO
737,523,362,0.06738,-413,413,1,NO
738,1083,362,0.02448,-413,413,1,NO
739,1415,362,0.04551,-302,302,1,NO
740,1483,362,0.04575,-337,337,1,NO
741,1501,362,0.0531,-331,331,1,NO
742,873,363,0.00628,-1397,1397,1,NO
743,1060,363,0.01927,-1711,1711,1,NO
744,1343,363,0.02928,-1307,1307,1,NO
745,561,365,0.0016,-434,434,1,NO
746,1109,365,0.00111,-268,268,1,NO
747,1270,364,0.00095,-268,268,1,NO
748,548,366,0.01118,-1974,1974,1,NO
749,612,366,0.01272,-2200,2200,1,NO
750,1223,366,0.00447,-2200,2200,1,NO
751,548,367,0.01119,-1842,1842,1,NO
752,1224,367,0.00447,-2200,2200,1,NO
753,504,368,0.0002,0,0,1,NO
754,1253,369,0.00063,-370,370,1,NO
755,647,371,0.0052,-545,545,1,NO
756,1007,371,0.00369,-435,435,1,NO
757,1093,371,0.00101,0,0,1,NO
758,1336,371,0.0083,-432,432,1,NO
759,1401,371,0.01697,-566,566,1,NO
760,647,371,0.00494,-471,471,1,NO
761,1007,371,0.00364,-566,566,1,NO
762,1092,371,0.00101,0,0,1,NO
763,520,372,0.00119,0,0,1,NO
764,562,373,0.00057,-329,329,1,NO
765,734,374,0.00417,-440,440,1,NO
766,1438,379,0.0002,-354,354,1,NO
767,390,380,0.00124,0,0,1,NO
768,459,380,0.0604,0,0,1,NO
769,1089,380,0.06373,0,0,1,NO
770,1467,381,0.00823,-525,525,1,NO
771,586,382,0.02706,-438,438,1,NO
772,840,382,0.00689,-865,865,1,NO
773,849,382,0.03062,-455,455,1,NO
774,1299,382,0.05154,-502,502,1,NO
775,435,383,0.03413,-2280,2280,1,NO
776,946,383,0.03366,-1559,1559,1,NO
777,1126,383,0.01317,-1727,1727,1,NO
778,435,383,0.03413,-2280,2280,1,NO
779,841,383,0.0027,-1579,1579,1,NO
780,1126,383,0.01326,-1727,1727,1,NO
781,1338,384,0.01843,-540,540,1,NO
782,589,385,0.01266,-374,374,1,NO
783,1419,385,0.00402,-503,503,1,NO
784,591,386,0.00842,-433,433,1,NO
785,1174,388,0.00138,0,0,1,NO
786,411,391,0.03919,-448,448,1,NO
787,1448,391,0.02548,-356,356,1,NO
788,1039,392,0.02102,-528,528,1,NO
789,1059,392,0.03071,-524,524,1,NO
790,1070,394,0.00136,0,0,1,NO
791,1070,393,0.00132,0,0,1,NO
792,510,395,0.00102,0,0,1,NO
793,1141,396,0.00254,-409,409,1,NO
794,1325,397,0.00431,-566,566,1,NO
795,947,398,0.00842,-388,388,1,NO
796,1146,398,0.01424,-440,440,1,NO
797,1376,400,0.008,-274,274,1,NO
798,1409,402,0.00407,-379,379,1,NO
799,1503,402,0.01369,-541,541,1,NO
800,561,403,0.00073,0,0,1,NO
801,406,404,0.0001,0,0,1,NO
802,713,405,0.00591,-461,461,1,NO
803,831,405,0.00902,-461,461,1,NO
804,682,406,0.03089,-413,413,1,NO
805,1385,406,0.02538,-540,540,1,NO
806,1341,407,0.02441,-337,337,1,NO
807,1481,407,0.01037,-333,333,1,NO
808,1342,407,0.02639,-413,413,1,NO
809,734,408,0.02412,-384,384,1,NO
810,1291,408,0.01754,-384,384,1,NO
811,734,408,0.02457,-384,384,1,NO
812,272,409,0.00825,-375,375,1,NO
813,1312,409,0.00065,-413,413,1,NO
814,1441,410,0.00697,-354,354,1,NO
815,609,411,0.02965,-348,348,1,NO
816,610,411,0.02963,-348,348,1,NO
817,1448,411,0.01254,-448,448,1,NO
818,539,412,0.00771,-2487,2487,1,NO
819,1331,412,0.01169,-1579,1579,1,NO
820,1408,412,0.02445,-1828,1828,1,NO
821,539,412,0.00771,-2389,2389,1,NO
822,1331,412,0.01169,-1579,1579,1,NO
823,1366,412,0.01553,-1828,1828,1,NO
824,888,413,0.02967,-540,540,1,NO
825,1338,413,0.03449,-540,540,1,NO
826,1299,414,0.03686,-329,329,1,NO
827,1333,414,0.04994,-265,265,1,NO
828,608,415,0.00217,-471,471,1,NO
829,497,416,0.01041,-541,541,1,NO
830,571,416,0.00166,-818,818,1,NO
831,1034,416,0.01256,-378,378,1,NO
832,1041,416,0.00166,-541,541,1,NO
833,497,416,0.00956,-541,541,1,NO
834,1041,416,0.00107,-541,541,1,NO
835,603,417,0.02942,0,0,1,NO
836,774,418,0.03637,-420,420,1,NO
837,1326,419,0.00138,-313,313,1,NO
838,1396,420,0.00602,-522,522,1,NO
839,755,423,0.01643,-319,319,1,NO
840,648,424,0.00099,-1363,1363,1,NO
841,1282,424,0.00119,-1363,1363,1,NO
842,1289,424,0.00099,-1363,1363,1,NO
843,1526,425,0.00644,-545,545,1,NO
844,902,426,0.05393,-427,427,1,NO
845,665,427,0.0098,-1579,1579,1,NO
846,944,427,0.02084,-1579,1579,1,NO
847,664,427,0.00979,-1579,1579,1,NO
848,1280,430,0.01938,-515,515,1,NO
849,1470,432,0.06854,-541,541,1,NO
850,1521,432,0.00691,-449,449,1,NO
851,695,433,0.01321,-2487,2487,1,NO
852,725,433,0.01032,-1828,1828,1,NO
853,813,433,0.018,-2487,2487,1,NO
854,1004,433,0.02539,-1579,1579,1,NO
855,1022,433,0.02658,-2389,2389,1,NO
856,695,433,0.01321,-2487,2487,1,NO
857,726,433,0.01032,-1828,1828,1,NO
858,1333,434,0.03467,-428,428,1,NO
859,564,435,0.0003,-2176,2176,1,NO
860,702,435,0.00911,-2487,2487,1,NO
861,565,435,0.00028,-2176,2176,1,NO
862,1330,435,0.01645,-2487,2487,1,NO
863,488,436,0.03384,-428,428,1,NO
864,1442,436,0.03008,-430,430,1,NO
865,1443,437,0.0002,-401,401,1,NO
866,704,438,0.00148,-348,348,1,NO
867,1325,438,0.00435,-566,566,1,NO
868,703,438,0.0015,-348,348,1,NO
869,506,440,0.04134,-535,535,1,NO
870,1275,440,0.0081,-575,575,1,NO
871,1275,440,0.0081,-575,575,1,NO
872,1444,441,0.00571,-431,431,1,NO
873,1036,442,0.0125,-482,482,1,NO
874,1079,442,0.00976,-482,482,1,NO
875,1239,444,0.00039,-1842,1842,1,NO
876,1239,443,0.00039,-1842,1842,1,NO
877,1239,445,0.00039,-1842,1842,1,NO
878,1239,446,0.00039,-1842,1842,1,NO
879,713,447,0.00389,-461,461,1,NO
880,713,447,0.00381,-461,461,1,NO
881,559,448,0.00571,-420,420,1,NO
882,1074,448,0.01664,-866,866,1,NO
883,1163,448,0.01744,-584,584,1,NO
884,559,448,0.00571,-420,420,1,NO
885,991,449,0.00349,-2250,2250,1,NO
886,748,450,0.02526,-575,575,1,NO
887,1167,450,0.02358,-364,364,1,NO
888,1049,451,0.00099,-1363,1363,1,NO
889,1296,451,0.00105,-1363,1363,1,NO
890,1284,451,0.00128,-1363,1363,1,NO
891,758,453,0.08101,0,0,1,NO
892,778,453,0.06222,-414,414,1,NO
893,837,453,0.04288,-348,348,1,NO
894,852,453,0.06811,-258,258,1,NO
895,902,453,0.0753,-330,330,1,NO
896,1199,453,0.03516,-379,379,1,NO
897,1306,453,0.07868,-293,293,1,NO
898,812,453,0.11082,-325,325,1,NO
899,759,454,0.02134,-1579,1579,1,NO
900,946,454,0.02053,-1579,1579,1,NO
901,1315,454,0.01384,-2487,2487,1,NO
902,1331,454,0.03175,-1579,1579,1,NO
903,1315,454,0.01383,-2487,2487,1,NO
904,798,456,0.02147,-524,524,1,NO
905,1128,456,0.00768,-471,471,1,NO
906,1177,455,0.01456,-381,381,1,NO
907,1332,455,0.00292,-500,500,1,NO
908,1407,456,0.00397,-530,530,1,NO
909,1128,456,0.00766,-493,493,1,NO
910,1445,457,0.00119,-575,575,1,NO
911,1446,458,0.00045,-262,262,1,NO
912,652,460,0.02609,-321,321,1,NO
913,1386,460,0.01199,-428,428,1,NO
914,1447,463,0.0001,-540,540,1,NO
915,560,464,0.00034,0,0,1,NO
916,881,465,0.01391,-422,422,1,NO
917,1448,466,0.0001,-272,272,1,NO
918,483,467,0.01213,-344,344,1,NO
919,776,467,0.02137,-432,432,1,NO
920,1317,467,0.00555,-565,565,1,NO
921,544,468,0.00067,0,0,1,NO
922,1522,469,0.03646,-492,492,1,NO
923,1465,470,0.02981,-300,300,1,NO
924,1474,471,0.01341,-488,488,1,NO
925,465,472,0.0334,-482,482,1,NO
926,487,472,0.01964,-369,369,1,NO
927,781,472,0.00822,-413,413,1,NO
928,921,472,0.01404,-454,454,1,NO
929,1025,472,0.00849,-278,278,1,NO
930,1036,472,0.01762,-482,482,1,NO
931,921,472,0.01398,-454,454,1,NO
932,1426,472,0.00223,-482,482,1,NO
933,1180,473,9E-05,0,0,1,NO
934,1180,474,9E-05,0,0,1,NO
935,1179,475,9E-05,0,0,1,NO
936,1179,476,9E-05,0,0,1,NO
937,482,480,0.0002,0,0,1,NO
938,482,479,0.0002,0,0,1,NO
939,482,481,0.0002,0,0,1,NO
940,482,478,0.0002,0,0,1,NO
941,893,482,0.00107,-268,268,1,NO
942,1269,482,0.00271,-409,409,1,NO
943,893,482,0.00182,-430,430,1,NO
944,996,482,0.01474,-409,409,1,NO
945,1450,482,0.00782,-454,454,1,NO
946,1449,482,0.00782,-409,409,1,NO
947,604,483,0.01379,-432,432,1,NO
948,1450,485,0.00111,0,0,1,NO
949,1449,484,0.00111,0,0,1,NO
950,574,486,0.03356,-558,558,1,NO
951,1240,488,0.03262,-416,416,1,NO
952,493,489,0.0015,-317,317,1,NO
953,493,490,0.00135,-317,317,1,NO
954,858,492,0.00013,-1737,1737,1,NO
955,858,491,0.00012,-1737,1737,1,NO
956,496,493,0.00119,-3507,3507,1,NO
957,909,493,0.01484,-388,388,1,NO
958,1383,493,0.00796,-337,337,1,NO
959,495,493,0.00119,-3507,3507,1,NO
960,494,493,0.00119,-3507,3507,1,NO
961,697,497,0.01355,-541,541,1,NO
962,949,497,0.01154,-584,584,1,NO
963,1070,497,0.0001,-695,695,1,NO
964,1077,497,0.008,-406,406,1,NO
965,1187,497,0.0275,-541,541,1,NO
966,949,497,0.01158,-355,355,1,NO
967,1070,497,0.00012,-695,695,1,NO
968,655,498,0.00788,0,0,1,NO
969,788,499,0.00438,-1994,1994,1,NO
970,788,502,0.00438,-1994,1994,1,NO
971,788,500,0.00438,-997,997,1,NO
972,788,501,0.00439,-1592,1592,1,NO
973,1401,503,0.00024,-545,545,1,NO
974,738,504,0.00071,-331,331,1,NO
975,1081,504,0.00126,-287,287,1,NO
976,840,505,0.07265,-509,509,1,NO
977,849,505,0.05227,0,0,1,NO
978,887,505,0.07348,-279,279,1,NO
979,1120,505,0.07237,-329,329,1,NO
980,1460,505,0.05614,-471,471,1,NO
981,694,506,0.0447,-304,304,1,NO
982,1264,506,0.0366,-362,362,1,NO
983,1423,506,0.03518,-394,394,1,NO
984,1388,507,0.03362,-409,409,1,NO
985,840,508,0.01948,-444,444,1,NO
986,941,508,0.01798,-416,416,1,NO
987,840,508,0.01953,-444,444,1,NO
988,1221,509,0.02054,-422,422,1,NO
989,978,511,0.00082,0,0,1,NO
990,978,510,0.00085,-452,452,1,NO
991,512,1303,0.0003,-272,272,1,NO
992,1071,513,0.0399,-344,344,1,NO
993,1418,513,0.0061,-428,428,1,NO
994,908,514,0.02185,-386,386,1,NO
995,1241,515,0.01979,-440,440,1,NO
996,1241,515,0.01973,-440,440,1,NO
997,615,516,0.00221,-322,322,1,NO
998,615,516,0.00219,-322,322,1,NO
999,548,518,0.02553,-1253,1253,1,NO
1000,747,518,0.01566,-1579,1579,1,NO
1001,1278,519,0.01821,-420,420,1,NO
1002,1278,519,0.01821,-420,420,1,NO
1003,1474,520,0.00255,-473,473,1,NO
1004,1487,520,0.01168,-473,473,1,NO
1005,1451,522,0.0002,-471,471,1,NO
1006,1452,521,0.0002,-471,471,1,NO
1007,1447,523,0.01973,-413,413,1,NO
1008,1035,524,0.00014,0,0,1,NO
1009,1453,526,0.0002,-471,471,1,NO
1010,1454,525,0.0002,0,0,1,NO
1011,740,527,0.00081,-428,428,1,NO
1012,532,528,0.00119,-3507,3507,1,NO
1013,532,529,0.00119,-3507,3507,1,NO
1014,532,530,0.00119,-3507,3507,1,NO
1015,532,531,0.00119,-3507,3507,1,NO
1016,1144,532,0.02541,-507,507,1,NO
1017,803,533,0.0321,-423,423,1,NO
1018,993,533,0.01908,-423,423,1,NO
1019,1114,533,0.00403,-502,502,1,NO
1020,1437,533,0.01088,-423,423,1,NO
1021,1220,534,0.06368,0,0,1,NO
1022,1353,534,0.04896,0,0,1,NO
1023,1196,535,0.00911,-440,440,1,NO
1024,1456,535,0.07808,-276,276,1,NO
1025,640,536,0.00441,-312,312,1,NO
1026,658,537,0.00047,0,0,1,NO
1027,1446,538,0.013,-305,305,1,NO
1028,543,539,0.01585,-2389,2389,1,NO
1029,1239,539,0.00817,-2487,2487,1,NO
1030,543,539,0.01585,-2389,2389,1,NO
1031,1239,539,0.00817,-2487,2487,1,NO
1032,714,541,0.01095,-420,420,1,NO
1033,826,541,0.01941,-413,413,1,NO
1034,1221,541,0.04362,-537,537,1,NO
1035,826,541,0.01913,-537,537,1,NO
1036,1102,542,0.04041,-1695,1695,1,NO
1037,1242,542,0.02051,-2362,2362,1,NO
1038,1330,542,0.02057,-1579,1579,1,NO
1039,651,542,0.01246,-1579,1579,1,NO
1040,1242,542,0.01993,-2362,2362,1,NO
1041,1197,543,0.01291,-2487,2487,1,NO
1042,940,544,0.05126,-424,424,1,NO
1043,1325,544,0.01229,-424,424,1,NO
1044,1325,544,0.01798,-383,383,1,NO
1045,653,547,0.01857,-384,384,1,NO
1046,1153,546,0.01679,-250,250,1,NO
1047,1388,547,0.03113,-435,435,1,NO
1048,1438,546,0.01815,-296,296,1,NO
1049,1343,548,0.03647,-1750,1750,1,NO
1050,1343,548,0.03647,-2197,2197,1,NO
1051,1343,548,0.0392,-1192,1192,1,NO
1052,555,554,0.00119,-3507,3507,1,NO
1053,555,552,0.00119,-3507,3507,1,NO
1054,555,551,0.00119,-3507,3507,1,NO
1055,555,549,0.00119,-3507,3507,1,NO
1056,555,550,0.00119,-3507,3507,1,NO
1057,555,553,0.00119,-3507,3507,1,NO
1058,1062,555,0.0113,-507,507,1,NO
1059,1230,555,0.01804,-408,408,1,NO
1060,1456,557,0.00014,-509,509,1,NO
1061,1457,557,0.00265,-541,541,1,NO
1062,701,558,0.02167,-502,502,1,NO
1063,701,558,0.02177,-502,502,1,NO
1064,737,559,0.01102,0,0,1,NO
1065,803,559,0.0159,-333,333,1,NO
1066,912,559,0.01584,-311,311,1,NO
1067,805,559,0.01308,-448,448,1,NO
1068,1163,559,0.02704,-305,305,1,NO
1069,1270,560,0.00032,0,0,1,NO
1070,1101,562,0.0387,-309,309,1,NO
1071,1220,562,0.06191,0,0,1,NO
1072,1333,562,0.07921,-336,336,1,NO
1073,1458,563,0.00194,-507,507,1,NO
1074,1475,566,0.00575,0,0,1,NO
1075,998,567,0.00225,-540,540,1,NO
1076,1220,568,0.053,-384,384,1,NO
1077,1329,568,0.05709,-336,336,1,NO
1078,996,569,0.01452,-380,380,1,NO
1079,685,570,0.06568,0,0,1,NO
1080,735,570,0.03018,0,0,1,NO
1081,631,572,0.00495,0,0,1,NO
1082,752,572,0.03872,-333,333,1,NO
1083,755,572,0.01475,-388,388,1,NO
1084,1040,572,0.0165,-507,507,1,NO
1085,1139,572,0.01908,-333,333,1,NO
1086,1170,572,0.01171,-457,457,1,NO
1087,1230,572,0.00953,-507,507,1,NO
1088,959,573,0.04002,-256,256,1,NO
1089,1473,573,0.00564,-265,265,1,NO
1090,886,574,0.02037,-471,471,1,NO
1091,1200,574,0.00524,-471,471,1,NO
1092,1460,574,0.02434,-558,558,1,NO
1093,1201,574,0.00849,-545,545,1,NO
1094,665,575,0.01684,-1579,1579,1,NO
1095,962,575,0.01356,-2368,2368,1,NO
1096,1315,575,0.01885,-2389,2389,1,NO
1097,664,575,0.01684,-1579,1579,1,NO
1098,961,575,0.01356,-2368,2368,1,NO
1099,1315,575,0.01885,-2389,2389,1,NO
1100,1398,580,0.0016,-1382,1382,1,NO
1101,1398,581,0.0016,-1382,1382,1,NO
1102,1398,579,0.0016,-1382,1382,1,NO
1103,1398,577,0.0016,-1382,1382,1,NO
1104,1398,578,0.00161,-1382,1382,1,NO
1105,1398,576,0.00162,-1382,1382,1,NO
1106,805,582,0.00695,-378,378,1,NO
1107,599,586,0.03453,-416,416,1,NO
1108,1433,587,0.00589,-272,272,1,NO
1109,1432,588,0.00591,-314,314,1,NO
1110,1237,589,0.01329,-473,473,1,NO
1111,598,591,0.04326,-428,428,1,NO
1112,736,591,0.03782,-314,314,1,NO
1113,1440,591,0.00836,-433,433,1,NO
1114,1223,592,0.02721,-1662,1662,1,NO
1115,1343,592,0.01979,-1659,1659,1,NO
1116,650,594,0.00182,-431,431,1,NO
1117,1531,593,0.01464,-440,440,1,NO
1118,593,421,0.0002,0,0,1,NO
1119,715,595,0.02276,-492,492,1,NO
1120,1384,595,0.02754,-492,492,1,NO
1121,1211,596,0.0082,-383,383,1,NO
1122,1497,596,0.0125,-558,558,1,NO
1123,727,598,0.01888,-402,402,1,NO
1124,559,600,0.00038,-433,433,1,NO
1125,559,601,0.0004,-350,350,1,NO
1126,559,602,0.00045,-350,350,1,NO
1127,774,604,0.00332,-566,566,1,NO
1128,1317,604,0.01624,-418,418,1,NO
1129,1527,604,0.013,-255,255,1,NO
1130,635,604,0.0061,-432,432,1,NO
1131,774,604,0.0035,-566,566,1,NO
1132,774,604,0.00488,-432,432,1,NO
1133,1397,607,0.00332,-935,935,1,NO
1134,1396,606,0.00336,-853,853,1,NO
1135,1085,608,0.0189,-575,575,1,NO
1136,1217,608,0.00729,-545,545,1,NO
1137,1322,608,0.02063,-575,575,1,NO
1138,1217,608,0.00729,-471,471,1,NO
1139,1323,608,0.02011,-575,575,1,NO
1140,1322,608,0.02017,-463,463,1,NO
1141,1487,611,0.01044,-455,455,1,NO
1142,1323,613,0.00755,-405,405,1,NO
1143,596,614,0.00134,-654,654,1,NO
1144,634,615,0.01506,-575,575,1,NO
1145,1023,615,0.01462,-492,492,1,NO
1146,1095,615,0.00251,-575,575,1,NO
1147,1397,615,0.01165,-487,487,1,NO
1148,1403,615,0.00478,-431,431,1,NO
1149,1444,615,0.01124,-431,431,1,NO
1150,1396,615,0.01164,-487,487,1,NO
1151,1404,615,0.00415,-348,348,1,NO
1152,1396,615,0.01122,-575,575,1,NO
1153,738,618,0.0007,0,0,1,NO
1154,658,621,0.00059,0,0,1,NO
1155,790,621,0.0013,-385,385,1,NO
1156,834,621,0.00024,-434,434,1,NO
1157,1111,621,0.00267,-426,426,1,NO
1158,657,621,0.00066,0,0,1,NO
1159,1112,621,0.00166,-350,350,1,NO
1160,625,622,0.0002,-420,420,1,NO
1161,1014,622,0.00227,-935,935,1,NO
1162,1014,622,0.00245,-935,935,1,NO
1163,624,622,0.0002,-870,870,1,NO
1164,626,623,0.0001,-895,895,1,NO
1165,1087,623,0.0114,-1579,1579,1,NO
1166,1087,623,0.01238,-1579,1579,1,NO
1167,867,627,0.0037,0,0,1,NO
1168,1462,627,0.00356,-566,566,1,NO
1169,866,627,0.00344,0,0,1,NO
1170,1464,628,0.00215,-440,440,1,NO
1171,1463,629,0.00215,-440,440,1,NO
1172,720,630,0.00024,-483,483,1,NO
1173,693,632,0.00864,-1828,1828,1,NO
1174,1378,632,0.01303,-1579,1579,1,NO
1175,1465,633,0.0002,-393,393,1,NO
1176,721,634,0.01029,-413,413,1,NO
1177,1105,634,0.00122,-545,545,1,NO
1178,1397,634,0.01661,-545,545,1,NO
1179,1531,634,0.01282,-440,440,1,NO
1180,721,634,0.01025,-575,575,1,NO
1181,1511,634,0.00111,-440,440,1,NO
1182,1317,635,0.01357,-389,389,1,NO
1183,1488,637,0.00545,-346,346,1,NO
1184,716,638,0.02472,-1617,1617,1,NO
1185,873,638,0.03429,-1828,1828,1,NO
1186,894,638,0.00247,-1487,1487,1,NO
1187,1351,638,0.0062,-1731,1731,1,NO
1188,874,638,0.03429,-1828,1828,1,NO
1189,764,639,0.03893,-268,268,1,NO
1190,801,639,0.00514,0,0,1,NO
1191,999,641,0.02011,-381,381,1,NO
1192,1477,641,0.00354,-524,524,1,NO
1193,1322,643,0.00431,0,0,1,NO
1194,1323,642,0.00431,0,0,1,NO
1195,1499,644,0.01267,0,0,1,NO
1196,727,645,0.01284,-433,433,1,NO
1197,1440,645,0.01543,-433,433,1,NO
1198,1466,646,0.00156,-507,507,1,NO
1199,620,647,0.00385,-320,320,1,NO
1200,627,647,0.00312,-545,545,1,NO
1201,1400,647,0.01102,-265,265,1,NO
1202,619,647,0.00233,-409,409,1,NO
1203,627,647,0.0031,-566,566,1,NO
1204,1399,647,0.01106,-265,265,1,NO
1205,900,649,0.00099,-1363,1363,1,NO
1206,1293,649,0.00113,-1363,1363,1,NO
1207,1292,648,0.00105,-1363,1363,1,NO
1208,1330,651,0.00819,-1694,1694,1,NO
1209,711,652,0.01673,-469,469,1,NO
1210,782,652,9E-05,0,0,1,NO
1211,959,652,0.06056,-404,404,1,NO
1212,729,654,0.01472,-416,416,1,NO
1213,909,654,0.00883,-507,507,1,NO
1214,1074,655,0.00707,-384,384,1,NO
1215,1163,655,0.01314,-440,440,1,NO
1216,701,656,0.0566,-384,384,1,NO
1217,1458,659,0.00456,-507,507,1,NO
1218,1186,660,0.01634,-479,479,1,NO
1219,1467,660,0.02173,-325,325,1,NO
1220,1186,660,0.01715,-454,454,1,NO
1221,1250,661,0.00504,-1841,1841,1,NO
1222,794,662,0.01352,-270,270,1,NO
1223,1468,662,0.01302,0,0,1,NO
1224,731,666,0.07507,0,0,1,NO
1225,800,666,0.08591,0,0,1,NO
1226,673,669,0.00119,-3507,3507,1,NO
1227,673,670,0.00119,-3507,3507,1,NO
1228,673,667,0.00119,-3507,3507,1,NO
1229,673,668,0.00119,-3507,3507,1,NO
1230,673,672,0.00124,-3507,3507,1,NO
1231,673,671,0.00119,-3507,3507,1,NO
1232,909,673,0.01114,-293,293,1,NO
1233,1157,673,0.00314,-331,331,1,NO
1234,1291,674,0.0002,0,0,1,NO
1235,1291,675,0.0002,0,0,1,NO
1236,875,677,0.00015,0,0,1,NO
1237,875,676,0.00016,0,0,1,NO
1238,1473,678,0.00062,0,0,1,NO
1239,723,679,0.02037,-513,513,1,NO
1240,768,679,0.00261,-515,515,1,NO
1241,768,680,0.00292,-463,463,1,NO
1242,835,681,0.01584,-492,492,1,NO
1243,853,681,0.01855,-507,507,1,NO
1244,1225,681,0.0381,-507,507,1,NO
1245,1344,681,0.03425,-492,492,1,NO
1246,1466,681,0.01992,-388,388,1,NO
1247,1231,682,0.03607,-388,388,1,NO
1248,1480,682,0.00164,-524,524,1,NO
1249,1517,682,0.02392,-388,388,1,NO
1250,823,684,0.0048,-540,540,1,NO
1251,1472,683,0.0002,-471,471,1,NO
1252,1489,685,0.0368,0,0,1,NO
1253,958,686,0.05028,-346,346,1,NO
1254,1475,690,0.0002,-438,438,1,NO
1255,940,692,0.01324,-540,540,1,NO
1256,1094,692,0.00879,-471,471,1,NO
1257,1377,693,0.02151,-1579,1579,1,NO
1258,1032,694,0.05493,-409,409,1,NO
1259,1246,695,0.01494,-2487,2487,1,NO
1260,1246,695,0.01494,-2487,2487,1,NO
1261,1423,696,0.02747,-394,394,1,NO
1262,1434,696,0.04891,-535,535,1,NO
