BusNo,BusName,BaseVoltage
1141,桂龙湾A1,11
1142,桂龙湾A2,11
1143,桂排岭21,230
1144,桂排岭22,230
1145,桂排岭11,115
1146,桂排岭D1,115
1147,桂排岭A1,10.5
1148,桂亚江21,230
1149,桂亚江22,230
1150,桂亚江11,115
1151,桂亚江D1,10.5
1152,桂亚江A1,10.5
1153,桂燕岭21,230
1154,桂燕岭22,230
1155,桂燕岭11,115
1156,桂燕岭D1,115
1157,桂燕岭D2,115
1158,桂燕岭A1,11
1159,桂燕岭A2,11
1160,桂炼化22,230
1161,桂炼化21,230
1162,桂炼化Y1,38.5
1163,桂恒盛22,230
1164,桂东方22,230
1165,桂能化22,230
1166,桂能化Y2,38.5
1167,桂钦牵21,230
1168,桂钦牵22,230
1169,桂茅牵21,230
1170,桂茅牵22,230
1171,桂黄桥21,230
1172,桂黄桥22,230
1173,桂黄桥11,115
1174,桂黄桥D1,115
1175,桂黄桥D2,115
1176,桂黄桥A1,11
1177,桂黄桥A2,11
1178,桂金川21,230
1179,桂金川22,230
1180,桂金川23,230
1181,桂金川11,115
1182,桂金川D1,11
1183,桂金川D2,11
1184,桂金川A1,11
1185,桂金川A2,11
1186,桂盛隆21,230
1187,桂盛隆22,230
1188,桂盛隆11,115
1189,桂盛隆D1,115
1190,桂盛隆D2,115
1191,桂盛隆A1,10.5
1192,桂盛隆A2,10.5
1193,桂蜀源22,230
1194,桂蜀源11,115
1195,桂蜀源D1,35
1196,桂蜀源A1,11
1197,桂潭松21,230
1198,桂潭松22,230
1199,桂潭松11,115
1200,桂潭松D1,11
1201,桂潭松D2,11
1202,桂潭松A1,11
1203,桂潭松A2,11
1204,桂新兴21,230
1205,桂新兴22,230
1206,桂新兴11,115
1207,桂新兴12,115
1208,桂新兴D1,35
1209,桂新兴D2,35
1210,桂新兴D3,35
1211,桂新兴A1,11
1212,桂新兴A2,11
1213,桂新兴A3,11
1214,桂中路21,230
1215,桂中路22,230
1216,桂中路11,115
1217,桂中路D1,35
1218,桂中路A1,11
1219,桂竹坪21,230
1220,桂竹坪22,230
1221,桂竹坪11,115
1222,桂竹坪D1,35
1223,桂竹坪A1,11
1224,桂光岭22,230
1225,桂光岭A2,11
1226,桂仙鹤22,230
1227,桂仙鹤21,230
1228,桂仙鹤11,115
1229,桂仙鹤D1,115
1230,桂仙鹤A1,11
1231,桂旭昇22,230
1232,桂赤钢21,230
1233,桂赤钢22,230
1234,桂冲口21,230
1235,桂冲口22,230
1236,桂冲口11,115
1237,桂冲口12,115
1238,桂冲口D1,115
1239,桂冲口D2,115
1240,桂冲口A1,11
1241,桂冲口A2,11
1242,桂墩海21,230
1243,桂墩海22,230
1244,桂墩海11,115
1245,桂墩海D1,115
1246,桂墩海D2,115
1247,桂墩海A1,10
1248,桂墩海A2,10
1249,桂还珠21,230
1250,桂还珠22,230
1251,桂还珠11,115
1252,桂还珠D1,115
1253,桂还珠D2,115
1254,桂还珠A1,10.5
1255,桂还珠A2,10.5
1256,桂镍业21,230
1257,桂镍业22,230
1258,桂镍业Y1,35
1259,桂镍业Y2,35
1260,桂镍业D1,35
1261,桂镍业D2,35
1262,桂镍业A1,10.5
1263,桂镍业A2,10.5
1264,桂平阳21,230
1265,桂平阳22,230
1266,桂平阳11,115
1267,桂平阳D1,115
1268,桂平阳D2,115
1269,桂平阳A1,11
1270,桂平阳A2,11
1271,桂铁山21,230
1272,桂铁山22,230
1273,桂铁山11,115
1274,桂铁山D1,115
1275,桂铁山D3,115
1276,桂铁山A1,10.5
1277,桂铁山A3,10.5
1278,桂盐田21,230
1279,桂盐田22,230
1280,桂盐田11,115
1281,桂盐田D1,115
1282,桂盐田A1,10.5
1283,桂紫荆21,230
1284,桂紫荆22,230
1285,桂紫荆11,115
1286,桂紫荆D1,115
1287,桂紫荆D2,115
1288,桂紫荆A1,10.5
1289,桂紫荆A2,10.5
1290,桂太阳22,230
1291,桂太阳11,115
1292,桂太阳D1,115
1293,桂太阳D2,115
1294,桂浆纸22,230
1295,桂浆纸Y1,35
1296,桂合牵21,230
1297,桂合牵22,230
1298,桂冠鹏21,230
1299,桂冠鹏22,230
1300,桂冠鹏11,115
1301,桂冠鹏D1,115
1302,桂冠鹏A1,10.5
1303,桂客家22,230
1304,桂客家11,115
1305,桂客家D1,115
1306,桂客家A1,11
1307,桂力园21,230
1308,桂力园22,230
1309,桂力园11,115
1310,桂力园D1,115
1311,桂力园D2,115
1312,桂力园D3,115
1313,桂力园A1,10.5
1314,桂力园A2,10.5
1315,桂力园A3,10.5
1316,桂陆川21,230
1317,桂陆川22,230
1318,桂陆川11,115
1319,桂陆川D1,115
1320,桂陆川D2,115
1321,桂陆川A1,11
1322,桂陆川A2,11
1323,桂平坡21,230
1324,桂平坡22,230
1325,桂平坡11,115
1326,桂平坡D1,115
1327,桂平坡D2,115
1328,桂平坡A1,10.5
1329,桂平坡A2,10.5
1330,桂塘步21,230
1331,桂塘步22,230
1332,桂塘步11,115
1333,桂塘步D1,115
1334,桂塘步D2,115
1335,桂塘步A1,11
1336,桂塘步A2,11
1337,桂同心21,230
1338,桂同心22,230
1339,桂同心11,115
1340,桂同心D2,115
1341,桂同心A2,10.5
1342,桂兴业21,230
1343,桂兴业22,230
1344,桂兴业23,230
1345,桂兴业11,115
1346,桂兴业12,115
1347,桂兴业D1,115
1348,桂兴业D2,115
1349,桂兴业Y1,35
1350,桂兴业Y2,35
1351,桂雄鹰21,230
1352,桂雄鹰22,230
1353,桂雄鹰11,115
1354,桂雄鹰A1,10.5
1355,桂雄鹰D1,115
1356,桂长望21,230
1357,桂长望22,230
1358,桂长望11,115
1359,桂长望D1,115
1360,桂长望D2,115
1361,桂长望A1,10.5
1362,桂长望A2,10.5
1363,桂长坡21,230
1364,桂长坡22,230
1365,桂长坡11,115
1366,桂长坡D1,35
1367,桂长坡Y1,35
1368,桂长坡D2,35
1369,桂长坡Y2,35
1370,桂博白21,230
1371,桂博白22,230
1372,桂博白11,115
1373,桂博白D1,115
1374,桂博白A1,11
1375,桂博白D2,115
1376,桂博白A2,11
1377,桂颐辰21,230
1378,桂颐辰22,230
1379,桂颐辰11,115
1380,桂颐辰A2,10.5
1381,桂颐辰A3,10.5
1382,桂颐辰A4,10.5
1383,桂颐辰D2,115
1384,桂颐辰D3,115
1385,桂颐辰D4,115
1386,桂鳌峰22,230
1387,桂鳌峰21,230
1388,桂鳌峰11,115
1389,桂鳌峰D1,115
1390,桂鳌峰Y1,35
1391,桂禤州21,230
1392,桂禤州22,230
1393,桂禤州11,115
1394,桂禤州D1,115
1395,桂禤州D2,115
1396,桂禤州Y1,35
1397,桂禤州Y2,35
1398,桂平浪21,230
1399,桂平浪22,230
1400,桂平浪11,115
1401,桂平浪D1,115
1402,桂平浪D2,115
1403,桂平浪A1,11
1404,桂平浪A2,11
1405,桂藤县21,230
1406,桂藤县22,230
1407,桂藤县23,230
1408,桂藤县11,115
1409,桂藤县D1,115
1410,桂藤县D2,115
1411,桂藤县A1,10.5
1412,桂藤县A2,10.5
1413,桂万秀21,230
1414,桂万秀22,230
1415,桂万秀11,115
1416,桂万秀D1,115
1417,桂万秀D2,115
1418,桂万秀A1,10.5
1419,桂万秀A2,10.5
1420,桂苍梧21,230
1421,桂苍梧22,230
1422,桂苍梧11,115
1423,桂苍梧D1,115
1424,桂苍梧D2,115
1425,桂苍梧A1,10.5
1426,桂苍梧A2,10.5
1427,桂翡翠21,230
1428,桂翡翠22,230
1429,桂翡翠11,115
1430,桂翡翠D1,115
1431,桂翡翠D2,115
1432,桂翡翠A1,10.5
1433,桂翡翠A2,10.5
1434,桂探花21,230
1435,桂探花22,230
1436,桂探花11,115
1437,桂探花D1,115
1438,桂探花D2,115
1439,桂探花D3,115
1440,桂探花A1,10.5
1441,桂探花A2,10.5
1442,桂探花A3,10.5
1443,桂允升21,230
1444,桂允升22,230
1445,桂允升11,115
1446,YUNSH-Z,35
1447,YUNSH-Z2,35
1448,YUNSH3,11
1449,YUNSH3B,11
1450,桂东鹏21,230
1451,桂东鹏Y1,35
1452,桂广信21,230
1453,桂广信22,230
1454,桂广信11,115
1455,桂广信D1,115
1456,桂广信A1,10.5
1457,桂孟岺21,230
1458,桂孟岺22,230
1459,桂孟岺11,115
1460,桂孟岺D1,115
1461,桂孟岺A1,10.5
1462,桂能达22,230
1463,桂能达Y1,35
1464,桂能达D1,35
1465,桂能达D2,35
1466,桂能达A1,10.5
1467,桂能达A2,10.5
1468,桂藤牵21,230
1469,桂藤牵22,230
1470,桂道石21,230
1471,桂道石22,230
1472,桂道石11,115
1473,桂道石12,115
1474,桂道石D1,115
1475,桂道石D2,115
1476,桂道石A1,11
1477,桂道石A2,11
1478,桂信都21,230
1479,桂信都22,230
1480,桂信都11,115
1481,桂信都D1,115
1482,桂信都D2,115
1483,桂信都D3,115
1484,桂信都Y1,35
1485,桂信都Y2,35
1486,桂信都Y3,35
1487,桂新元21,230
1488,桂新元22,230
1489,桂新元23,230
1490,桂新元11,115
1491,桂新元D1,115
1492,桂新元D2,115
1493,桂新元A1,10.5
1494,桂江口21,230
1495,桂江口22,230
1496,桂江口11,115
1497,桂江口D1,115
1498,桂江口D2,115
1499,桂江口Y1,35
1500,桂江口Y2,35
1501,桂汇丰21,230
1502,桂汇丰22,230
1503,桂汇丰11,115
1504,桂汇丰12,115
1505,桂汇丰D1,115
1506,桂汇丰D2,115
1507,桂汇丰D3,115
1508,桂汇丰Y1,35
1509,桂汇丰Y2,35
1510,桂汇丰Y3,35
1511,桂楚越21,230
1512,桂楚越22,230
1513,桂楚越11,115
1514,桂楚越D1,115
1515,桂楚越A1,10.5
1516,桂闽航21,230
1517,桂闽航22,230
1518,桂闽航Y1,35
1519,桂闽航Y2,35
1520,桂闽航Y3,35
1521,桂益鑫21,230
1522,桂益鑫Y1,35
1523,桂益鑫Y2,35
1524,桂益鑫Y3,35
1525,桂顺景21,230
1526,桂顺景22,230
1527,桂富川22,230
1528,桂世钢21,230
1529,桂世钢Y1,35
1530,桂世钢Y2,35
1531,桂两牵21,230
1532,桂两牵22,230
1533,桂黄牵21,230
1534,桂黄牵22,230
1535,石门11,115
1536,百寿11,115
1537,桂挡村21,230
1538,桂挡村22,230
1539,桂挡村11,115
1540,桂挡村12,115
1541,桂挡村D1,115
1542,桂挡村D2,115
1543,桂挡村D3,115
1544,桂挡村A1,11
1545,桂挡村A2,11
1546,桂挡村A3,11
1547,桂侯寨21,230
1548,桂侯寨22,230
1549,桂侯寨11,115
1550,桂侯寨D1,115
1551,桂侯寨D2,115
1552,桂侯寨D3,115
1553,桂侯寨A1,11
1554,桂侯寨A2,11
1555,桂侯寨A3,11
1556,桂田岭21,230
1557,桂田岭22,230
1558,桂田岭23,230
1559,桂田岭11,115
1560,桂田岭12,115
1561,桂田岭D1,35
1562,桂田岭D2,35
1563,桂田岭A1,11
1564,桂田岭A2,11
1565,桂大丰21,230
1566,桂大丰22,230
1567,桂大丰11,115
1568,桂大丰D1,115
1569,桂大丰D2,115
1570,桂大丰A1,11
1571,桂大丰A2,11
1572,桂渡江21,230
1573,桂渡江22,230
1574,桂渡江11,115
1575,桂渡江D1,115
1576,桂渡江A1,10.5
1577,桂南塘21,230
1578,桂南塘22,230
1579,桂南塘11,115
1580,桂南塘D1,115
1581,桂南塘D2,115
1582,桂南塘A1,10.5
1583,桂南塘A2,10.5
1584,桂和平22,230
1585,桂和平11,115
1586,桂和平D1,115
1587,HEPIN3,38.5
1588,桂湘山21,230
1589,桂湘山22,230
1590,桂湘山11,115
1591,桂湘山D1,115
1592,桂湘山D2,115
1593,桂湘山Y1,35
1594,桂湘山Y2,35
1595,桂苏桥21,230
1596,桂苏桥22,230
1597,桂苏桥11,115
1598,桂苏桥D1,115
1599,桂苏桥D2,115
1600,桂苏桥A1,10.5
1601,桂苏桥A2,10.5
1602,桂骆驼21,230
1603,桂骆驼22,230
1604,桂骆驼11,115
1605,桂骆驼D2,115
1606,桂骆驼A2,10.5
1607,桂木棉21,230
1608,桂木棉22,230
1609,桂木棉11,115
1610,桂木棉D1,115
1611,桂木棉D2,115
1612,桂木棉Y1,35
1613,桂木棉Y2,35
1614,桂茶江21,230
1615,桂茶江22,230
1616,桂茶江11,115
1617,桂茶江D1,115
1618,桂茶江D2,115
1619,桂茶江Y1,35
1620,桂茶江Y2,35
1621,桂飞虎21,230
1622,桂飞虎22,230
1623,桂飞虎11,115
1624,桂飞虎D1,115
1625,桂飞虎A1,10.5
1626,桂瑶乡21,230
1627,桂瑶乡22,230
1628,桂瑶乡11,115
1629,桂瑶乡D1,115
1630,桂瑶乡Y1,35
1631,桂凯歌21,230
1632,桂凯歌22,230
1633,桂凯歌11,115
1634,桂凯歌Y1,35
1635,桂凯歌D1,115
1636,桂宝象22,230
1637,桂宝象21,230
1638,桂宝象11,115
1639,桂宝象D3,115
1640,桂宝象A3,10.5
1641,桂朝阳22,230
1642,桂朝阳11,115
1643,桂朝阳D1,115
1644,桂朝阳A1,10.5
1645,桂昆仑22,230
1646,桂昆仑11,115
1647,桂昆仑D1,115
1648,桂昆仑A1,11
1649,桂平钢22,230
1650,桂平钢A1,11
1651,桂平钢Y2,35
1652,桂恭牵21,230
1653,桂恭牵22,230
1654,桂潮牵21,230
1655,桂潮牵22,230
1656,桂赤牵21,230
1657,桂赤牵22,230
1658,桂上牵21,230
1659,桂上牵22,230
1660,桂康密22,230
1661,桂盘龙21,230
1662,桂盘龙22,230
1663,桂盘龙23,230
1664,桂盘龙Y1,35
1665,桂盘龙Y2,35
1666,桂盘龙Y3,35
1667,桂朱雀22,230
1668,桂朱雀11,115
1669,桂朱雀D1,115
1670,桂朱雀A1,10.5
1671,桂柳北21,230
1672,桂柳北22,230
1673,桂柳北11,115
1674,桂柳北D1,35
1675,桂柳北D2,35
1676,桂柳北A1,11
1677,桂柳北A2,11
1678,桂野岭21,230
1679,桂野岭22,230
1680,桂野岭11,115
1681,桂野岭D1,115
1682,桂野岭D2,115
1683,桂野岭Y1,35
1684,桂野岭Y2,35
1685,桂月山21,230
1686,桂月山22,230
1687,桂月山11,115
1688,桂月山D1,35
1689,桂月山D2,35
1690,桂月山A1,11
1691,桂月山A2,11
1692,桂七彩21,230
1693,桂七彩22,230
1694,桂七彩11,115
1695,桂七彩D1,115
1696,桂七彩A1,11
1697,桂果山21,230
1698,桂果山22,230
1699,桂果山11,115
1700,桂果山D1,35
1701,桂果山A1,11
1702,桂杨柳21,230
1703,桂杨柳22,230
1704,桂杨柳11,115
1705,桂杨柳12,115
1706,桂杨柳D1,115
1707,桂杨柳D2,115
1708,桂杨柳A1,11
1709,桂杨柳A2,11
1710,桂静兰21,230
1711,桂静兰22,230
1712,桂静兰11,115
1713,桂静兰D1,35
1714,桂静兰D2,35
1715,桂静兰A1,11
1716,桂静兰A2,11
1717,桂莲塘21,230
1718,桂莲塘22,230
1719,桂莲塘11,115
1720,桂莲塘D1,115
1721,桂莲塘D2,115
1722,桂莲塘A1,11
1723,桂莲塘A2,11
1724,桂融安21,230
1725,桂融安22,230
1726,桂融安11,115
1727,桂融安D1,115
1728,桂融安A1,10.5
1729,桂城关21,230
1730,桂城关22,230
1731,桂城关11,115
1732,桂城关D1,115
1733,桂城关D2,115
1734,桂城关A1,10.5
1735,桂双仁21,230
1736,桂双仁22,230
1737,桂双仁11,115
1738,桂双仁D1,115
1739,桂双仁A1,10.5
1740,桂官塘21,230
1741,桂官塘22,230
1742,桂官塘11,115
1743,桂官塘D1,115
1744,桂官塘D2,115
1745,桂官塘A1,10.5
1746,桂官塘A2,10.5
1747,桂茅洲21,230
1748,桂茅洲22,230
1749,桂茅洲11,115
1750,桂茅洲D1,115
1751,桂茅洲D2,115
1752,桂茅洲A1,10.5
1753,桂茅洲A2,10.5
1754,桂里明21,230
1755,桂里明22,230
1756,桂里明11,115
1757,桂里明D1,115
1758,桂里明A1,10.5
1759,桂三江21,230
1760,桂三江22,230
1761,桂三江23,230
1762,桂三江11,115
1763,桂三江D1,115
1764,桂三江A1,10.5
1765,桂野扩21,230
1766,桂野扩22,230
1767,桂野扩11,115
1768,桂野扩D2,115
1769,桂野扩D3,115
1770,桂野扩A2,10.5
1771,桂野扩A3,10.5
1772,桂氯碱21,230
1773,桂氯碱22,230
1774,桂氯碱11,10.5
1775,桂氯碱Y1,35
1776,桂氯碱D1,35
1777,桂三牵21,230
1778,桂三牵22,230
1779,桂进牵21,230
1780,桂进牵22,230
1781,桂盘钢21,230
1782,桂盘钢22,230
1783,LIUNI11,115
1784,LFT11,115
1785,桂贝江21,230
1786,桂贝江22,230
1787,桂贝江11,115
1788,桂贝江D1,115
1789,桂贝江A1,11
1790,桂太华21,230
1791,桂太华22,230
1792,桂太华11,115
1793,桂太华12,115
1794,桂太华D1,35
1795,桂太华D2,35
1796,桂太华A1,11
1797,桂太华A2,11
1798,桂方竹21,230
1799,桂方竹22,230
1800,桂方竹11,115
1801,桂方竹D1,115
1802,桂方竹A1,10.5
1803,桂社步21,230
1804,桂社步22,230
1805,桂社步23,230
1806,桂社步11,115
1807,桂社步D1,115
1808,桂社步D2,115
1809,桂社步Y1,37.5
1810,桂社步Y2,37.5
1811,桂大安21,230
1812,桂大安22,230
1813,桂大安11,115
1814,桂大安D1,115
1815,桂大安D2,115
1816,桂大安Y1,37.5
1817,桂大安Y2,37.5
1818,桂芙蓉21,230
1819,桂芙蓉22,230
1820,桂芙蓉11,115
1821,桂芙蓉D1,115
1822,桂芙蓉D2,115
1823,桂芙蓉A1,11
1824,桂芙蓉A2,11
1825,桂谢村21,230
1826,桂谢村22,230
1827,桂谢村11,115
1828,桂谢村D1,115
1829,桂谢村D2,115
1830,桂谢村Y1,37.5
1831,桂谢村Y2,37.5
1832,桂瑞雪21,230
1833,桂瑞雪22,230
1834,桂瑞雪11,115
1835,桂瑞雪D1,115
1836,桂瑞雪D2,115
1837,桂瑞雪A1,11
1838,桂瑞雪A2,11
1839,桂启航21,230
1840,桂启航22,230
1841,桂启航11,115
1842,桂启航12,115
1843,桂启航D1,115
1844,桂启航D2,115
1845,桂启航A1,10.5
1846,桂启航A2,10.5
1847,桂国茂21,230
1848,桂国茂22,230
1849,桂国茂11,115
1850,桂国茂D1,115
1851,桂国茂D2,115
1852,桂国茂Y1,35
1853,桂国茂Y2,35
1854,桂开元21,230
1855,桂开元22,230
1856,桂开元11,115
1857,桂开元D1,115
1858,桂开元Y1,35
1859,桂运通21,230
1860,桂运通22,230
1861,桂运通11,115
1862,桂运通D1,115
1863,桂运通A1,10.5
1864,桂荷钢21,230
1865,桂荷钢22,230
1866,桂荷钢11,115
1867,桂荷钢D1,115
1868,桂荷钢D2,115
1869,桂荷钢Y2,35
1870,桂荷钢A1,10.5
1871,桂荷钢A2,10.5
1872,桂居牵21,230
1873,桂居牵22,230
1874,桂武牵21,230
1875,桂武牵22,230
1876,桂桂牵21,230
1877,桂桂牵22,230
1878,桂贵牵21,230
1879,桂贵牵22,230
1880,桂芦牵21,230
1881,桂芦牵22,230
1882,桂新磨21,230
1883,桂新磨22,230
1884,桂新磨11,115
1885,桂新磨D1,115
1886,桂新磨D2,115
1887,桂新磨A1,10.5
1888,桂新磨A2,10.5
1889,桂莆田21,230
1890,桂莆田22,230
1891,桂莆田11,115
1892,桂莆田D1,115
1893,桂莆田D2,115
1894,桂莆田Y1,35
1895,桂莆田Y2,35
1896,桂欧村21,230
1897,桂欧村22,230
1898,桂欧村23,230
1899,桂欧村11,115
1900,桂欧村D1,115
1901,桂欧村Y1,35
1902,桂贡模21,230
1903,桂贡模22,230
1904,桂贡模11,115
1905,桂贡模D1,115
1906,桂贡模D2,115
1907,桂贡模Y1,35
1908,桂贡模Y2,35
1909,桂甘陈21,230
1910,桂甘陈22,230
1911,桂甘陈11,115
1912,桂甘陈D1,115
1913,桂甘陈Y1,35
1914,桂佳城21,230
1915,桂佳城22,230
1916,桂佳城11,115
1917,桂佳城D1,115
1918,桂佳城D2,115
1919,桂佳城Y1,35
1920,桂佳城Y2,35
1921,桂蓬莱21,230
1922,桂蓬莱11,115
1923,桂蓬莱D1,115
1924,桂蓬莱Y1,35
1925,桂虎山22,230
1926,桂虎山11,115
1927,桂虎山D1,115
1928,桂虎山Y1,35
1929,桂桂能21,230
1930,桂桂能22,230
1931,桂桂能23,230
1932,桂八一21,230
1933,桂八一22,230
1934,桂迁铝21,230
1935,桂迁铝22,230
1936,桂迁二22,230
1937,桂迁二23,230
1938,桂黎牵21,230
1939,桂黎牵22,230
1940,桂来牵21,230
1941,桂来牵22,230
1942,桂六圩21,230
1943,桂六圩22,230
1944,桂六圩11,115
1945,桂六圩D1,35
1946,桂六圩D2,35
1947,桂六圩A1,11
1948,桂六圩A2,11
1949,桂永丰21,230
1950,桂永丰22,230
1951,桂永丰11,115
1952,桂永丰D1,115
1953,桂永丰D2,115
1954,桂永丰A1,10.5
1955,桂兴平21,230
1956,桂兴平22,230
1957,桂兴平11,115
1958,桂兴平D1,10
1959,桂兴平D2,10
1960,桂兴平A1,10
1961,桂兴平A2,10
1962,桂庆远21,230
1963,桂庆远22,230
1964,桂庆远11,115
1965,桂庆远D1,35
1966,桂庆远A1,10.5
1967,桂丹阳21,230
1968,桂丹阳22,230
1969,桂丹阳11,115
1970,桂丹阳D1,115
1971,桂丹阳Y1,35
1972,桂车河21,230
1973,桂车河22,230
1974,桂车河11,115
1975,桂车河12,115
1976,桂车河D1,35
1977,桂车河D2,35
1978,桂车河A1,11
1979,桂车河A2,11
1980,桂水南21,230
1981,桂水南22,230
1982,桂水南11,115
1983,桂水南D1,115
1984,桂水南Y1,35
1985,桂站外21,230
1986,桂南冶22,230
1987,桂南冶11,115
1988,桂南冶D1,115
1989,桂南冶D2,115
1990,桂南冶A1,10.5
1991,桂南冶A2,10.5
1992,桂多吉22,230
1993,桂多吉11,115
1994,桂多吉D1,115
1995,桂多吉A1,11
1996,桂响泉22,230
1997,桂响泉11,115
1998,桂响泉D1,115
1999,桂响泉Y1,35
2000,桂蓝湖22,230
2001,桂蓝湖21,230
2002,桂蓝湖11,115
2003,桂蓝湖D1,115
2004,桂蓝湖A1,11
2005,桂曹渡22,230
2006,DESHE11,115
2007,MALT11,115
2008,LALAN11,115
2009,JIXINT,115
2010,JIXIN1A,115
2011,JIXIN1B,115
2012,JIXINZ1,115
2013,JIXIN,35
2014,JIXIN,10.5
2015,桂向阳21,230
2016,桂向阳22,230
2017,桂向阳11,115
2018,桂向阳D1,115
2019,桂向阳Y1,37.5
2020,桂陈双22,230
2021,桂陈双11,115
2022,桂陈双D1,115
2023,桂陈双Y1,35
2024,桂利华22,230
2025,桂利华11,115
2026,桂利华D1,115
2027,桂利华D2,115
2028,桂利华A1,11
2029,桂利华A2,11
2030,桂句町22,230
2031,桂句町11,115
2032,桂句町D1,115
2033,桂句町Y1,35
2034,桂雪莲22,230
2035,桂雪莲21,230
2036,桂雪莲11,115
2037,桂雪莲D1,115
2038,桂雪莲Y1,35
2039,桂茶花22,230
2040,桂茶花11,115
2041,桂茶花D1,115
2042,桂茶花A1,11
2043,桂奇容22,230
2044,桂奇容11,115
2045,桂奇容D1,115
2046,桂奇容Y1,36
2047,桂丹阳D2,115
2048,桂丹阳Y2,35
2049,桂傍浦D2,115
2050,桂傍浦A2,11
2051,桂镍业Y3,35
2052,桂镍业D3,35
2053,桂镍业A3,10.5
2054,桂翅冀21,230
2055,桂翅冀22,230
2056,桂科园D3,115
2057,桂科园A3,11
2058,桂平牵22,230
2059,桂渠牵21,230
2060,桂渠牵22,230
2061,桂崇牵21,230
2062,桂崇牵22,230
2063,桂江牵21,230
2064,桂江牵22,230
2065,桂华谊22,230
2066,桂金葡22,230
2067,桂金葡11,115
2068,桂金葡D1,115
2069,桂金葡Y1,38.5
2070,桂金秀21,230
2071,桂金秀22,230
2072,桂金秀11,115
2073,桂金秀D1,115
2074,桂金秀Y1,37.5
2075,桂钟山22,230
2076,桂钟山11,115
2077,桂钟山D1,115
2078,桂钟山Y1,37.5
2079,桂美林D2,230
2080,桂美林Y2,35
2081,桂远洋21,230
2082,桂远洋22,230
2083,桂远洋11,115
2084,桂远洋D1,115
2085,桂远洋D2,115
2086,桂远洋A1,10.5
2087,桂远洋A2,10.5
2088,桂飞虎D2,115
2089,桂飞虎A2,10.5
2090,桂花山21,230
2091,桂花山22,230
2092,桂花山11,115
2093,桂花山D1,115
2094,桂花山A1,10.5
2095,桂珠城50,525
2096,桂珠城G1,27
2097,桂珠城G2,27
2098,桂平牵21,230
2099,桂蓬莱D2,115
2100,桂蓬莱A2,10.5
2101,桂孙东21,230
2102,桂孙东22,230
2103,桂孙东11,115
2104,桂孙东D1,115
2105,桂孙东D2,115
2106,桂孙东A1,11
2107,桂孙东A2,11
2108,桂墩海D3,115
2109,桂墩海A3,10.5
2110,桂伶牵21,230
2111,桂伶牵22,230
2112,桂横牵21,230
2113,桂横牵22,230
2114,桂兴牵21,230
2115,桂兴牵22,230
2116,桂玉牵21,230
2117,桂玉牵22,230
2118,桂凤凰50,525
2119,桂凤凰22,230
2120,桂凤凰D1,525
2121,桂凤凰Y1,35
2122,桂德源21,230
2123,桂德源22,230
2124,桂天峨22,230
2125,桂天峨21,230
2126,桂天峨D1,115
2127,桂天峨A1,10.5
2128,桂天峨11,115
2129,桂凤山22,230
2130,桂凤山21,230
2131,桂凤山11,115
2132,桂凤山D1,115
2133,桂凤山A1,10.5
2134,桂光坡G3,24
2135,桂三江D2,115
2136,桂三江A2,10.5
2137,桂盐田D2,115
2138,桂盐田A2,10.5
2139,桂扶典22,230
2140,桂扶典11,115
2141,桂扶典D1,115
2142,桂扶典A1,10.5
2143,桂满塘21,230
2144,桂满塘22,230
2145,桂满塘11,115
2146,桂满塘D1,115
2147,桂满塘A1,11
2148,桂楚越D2,115
2149,桂楚越A2,10.5
2150,桂环牵21,230
2151,桂环牵22,230
2152,桂凉牵21,230
2153,桂凉牵22,230
2154,桂都牵21,230
2155,桂都牵22,230
2156,桂琴中D2,115
2157,桂琴中A2,10.5
2158,桂长望A3,10.5
2159,桂长望D3,115
2160,桂同心D3,115
2161,桂同心A3,10.5
2162,桂龙港22,230
2163,桂龙港11,115
2164,桂龙港D1,115
2165,桂龙港A1,11
2166,桂龙港12,115
2167,桂龙港D2,115
2168,桂龙港A2,11
2169,桂谷孝22,230
2170,桂谷孝11,115
2171,桂谷孝D1,115
2172,桂谷孝A1,10.5
2173,桂新江50,525
2174,桂新江22,230
2175,桂新江23,230
2176,桂新江D1,525
2177,桂新江Y1,35
2178,桂新江D2,525
2179,桂新江Y2,35
2180,桂骆驼D1,115
2181,桂骆驼A1,10.5
2182,桂浔州G1,15.7
2183,桂浔州G2,15.7
2184,桂浔州G3,15.7
2185,桂敏牵21,230
2186,桂敏牵22,230
2187,桂雷牵21,230
2188,桂雷牵22,230
2189,桂鹏越21,230
2190,桂鹏越D1,10.5
2191,桂金陵D3,230
2192,桂金陵Y3,35
2193,桂福成D1,525
2194,桂福成Y1,35
2195,桂垌村D2,115
2196,桂垌村A2,11
2197,桂广信D2,115
2198,桂广信Y2,10.5
2199,桂响泉D2,115
2200,桂响泉Y2,35
2201,桂镍二21,230
2202,桂镍二22,230
2203,桂镍二11,35
2204,桂镍二12,35
2205,桂镍二D1,35
2206,桂镍二D2,35
2207,桂镍二A1,10.5
2208,桂镍二A2,10.5
2209,桂铁山D2,115
2210,桂铁山A2,10.5
2211,桂聚龙D2,115
2212,桂聚龙Y2,35
2213,桂源江D2,115
2214,桂源江Y2,35
2215,桂云灵D2,115
2216,桂云灵Y2,35
2217,桂木棉D3,115
2218,桂木棉Y3,35
2219,桂东岸22,230
2220,桂东岸11,115
2221,桂东岸D1,115
2222,桂东岸A1,11
2223,桂创新22,230
2224,桂创新11,115
