line,BusFrom,BusTo,X,Pmin,Pmax,ratio,IsBuildPlineLimit
655,394,338,0.10603,-90,90,1,NO
656,419,339,0.13264,-137,137,1,NO
657,342,445,0.08512,-120,120,1,NO
658,624,342,0.08388,-90,90,1,NO
659,710,342,0.04504,-122,122,1,NO
660,377,343,0.01967,-90,90,1,NO
661,346,344,0.01298,-140,140,1,NO
662,344,346,0.01446,-90,90,1,NO
663,381,344,0.01207,-90,90,1,NO
664,523,344,0.05512,-140,140,1,NO
665,347,345,0.1286,-140,140,1,NO
666,386,347,0.19198,-91,91,1,NO
667,526,350,0.07215,-120,120,1,NO
668,406,352,0.01793,-137,137,1,NO
669,429,353,0.02537,-120,120,1,NO
670,370,354,0.13702,-120,120,1,NO
671,402,355,0.02421,-182,182,1,NO
672,360,356,0.02545,-120,120,1,NO
673,432,356,0.06025,-120,120,1,NO
674,509,357,0.08463,-140,140,1,NO
675,523,357,0.06479,-90,90,1,NO
676,358,380,0.01256,-90,90,1,NO
677,375,359,0.0743,-120,120,1,NO
678,378,359,0.0062,-120,120,1,NO
679,393,359,0.01711,-90,90,1,NO
680,374,361,0.04116,-120,120,1,NO
681,362,373,0.0262,-120,120,1,NO
682,477,363,0.06645,-137,137,1,NO
683,439,364,0.06438,-120,120,1,NO
684,416,365,0.03421,-140,140,1,NO
685,440,365,0.07612,-90,90,1,NO
686,484,366,0.04017,-120,120,1,NO
687,504,366,0.06355,-140,140,1,NO
688,578,366,0.13025,-68,68,1,NO
689,370,367,0.01587,-120,120,1,NO
690,445,367,0.08868,-120,120,1,NO
691,376,368,0.0214,-120,120,1,NO
692,433,368,0.03479,-120,120,1,NO
693,378,371,0.00818,-120,120,1,NO
694,393,373,0.01603,-120,120,1,NO
695,395,374,0.14529,-120,120,1,NO
696,428,374,0.08223,-120,120,1,NO
697,432,379,0.09967,-120,120,1,NO
698,410,380,0.07331,-120,120,1,NO
699,1602,380,0.1086,-120,120,1,NO
700,464,382,0.00587,-68,68,1,NO
701,383,488,0.00231,-93,93,1,NO
702,389,385,0.01421,-120,120,1,NO
703,415,387,0.0781,-120,120,1,NO
704,481,388,0.03719,-90,90,1,NO
705,388,518,0.01802,-137,137,1,NO
706,529,390,0.09512,-137,137,1,NO
707,404,392,0.00471,-140,140,1,NO
708,532,394,0.04769,-120,120,1,NO
709,526,396,0.01496,-120,120,1,NO
710,512,397,0.13934,-90,90,1,NO
711,481,398,0.03926,-90,90,1,NO
712,1129,399,0.07107,-120,120,1,NO
713,404,400,0.00785,-90,90,1,NO
714,434,401,0.03736,-90,90,1,NO
715,403,517,0.00397,-182,182,1,NO
716,405,444,0.01248,-90,90,1,NO
717,446,405,0.01174,-90,90,1,NO
718,407,431,0.04785,-140,140,1,NO
719,526,407,0.02264,-137,137,1,NO
720,417,408,0.06182,-120,120,1,NO
721,532,409,0.06331,-120,120,1,NO
722,660,409,0.09669,-122,122,1,NO
723,525,410,0.03273,-90,90,1,NO
724,412,411,0.02091,-140,140,1,NO
725,423,411,0.19074,-90,90,1,NO
726,426,411,0.09587,-90,90,1,NO
727,413,412,0.02074,-140,140,1,NO
728,612,413,0.32397,-137,137,1,NO
729,643,413,0.13025,-68,68,1,NO
730,451,416,0.04438,-137,137,1,NO
731,447,417,0.02628,-120,120,1,NO
732,459,418,0.00843,-137,137,1,NO
733,477,420,0.04397,-140,140,1,NO
734,516,421,0.03496,-91,91,1,NO
735,612,424,0.05314,-122,122,1,NO
736,722,424,0.09008,-68,68,1,NO
737,425,438,0.15504,-120,120,1,NO
738,492,425,0.07322,-120,120,1,NO
739,536,425,0.09421,-90,90,1,NO
740,535,426,0.07628,-68,68,1,NO
741,528,427,0.05388,-91,91,1,NO
742,613,430,0.18587,-122,122,1,NO
743,676,439,0.0557,-122,122,1,NO
744,527,441,0.01298,-140,140,1,NO
745,487,443,0.05744,-90,90,1,NO
746,449,445,0.01612,-68,68,1,NO
747,450,446,0.00835,-68,68,1,NO
748,469,448,0.04215,-137,137,1,NO
749,482,448,0.06248,-137,137,1,NO
750,504,452,0.00992,-120,120,1,NO
751,464,455,0.01777,-120,120,1,NO
752,502,455,0.00711,-120,120,1,NO
753,490,456,0.01231,-120,120,1,NO
754,494,456,0.03322,-120,120,1,NO
755,498,456,0.00165,-144,144,1,NO
756,476,457,0.02785,-137,137,1,NO
757,514,457,0.01736,-120,120,1,NO
758,535,460,0.01752,-68,68,1,NO
759,508,461,0.02463,-120,120,1,NO
760,515,461,0.00306,-120,120,1,NO
761,465,462,0.00851,-140,140,1,NO
762,497,463,0.00694,-120,120,1,NO
763,514,463,0.02066,-120,120,1,NO
764,515,464,0.02066,-120,120,1,NO
765,494,465,0.03876,-120,120,1,NO
766,468,531,0.00174,-140,140,1,NO
767,470,923,0.02975,-140,140,1,NO
768,479,475,0.00785,-120,120,1,NO
769,507,476,0.01231,-120,120,1,NO
770,521,476,0.01471,-137,137,1,NO
771,501,477,0.02207,-120,120,1,NO
772,518,477,0.02207,-137,137,1,NO
773,478,531,0.0114,-140,140,1,NO
774,480,530,0.00694,-120,120,1,NO
775,487,481,0.01157,-90,90,1,NO
776,482,1078,0.11322,-90,90,1,NO
777,2043,482,0.10397,-90,90,1,NO
778,488,483,0.00231,-93,93,1,NO
779,483,502,0.0019,-89,89,1,NO
780,494,484,0.04802,-120,120,1,NO
781,489,485,0.00793,-120,120,1,NO
782,507,486,0.01099,-120,120,1,NO
783,500,489,0.00942,-120,120,1,NO
784,505,489,0.02231,-140,140,1,NO
785,491,490,0.00686,-140,140,1,NO
786,494,491,0.04132,-140,140,1,NO
787,496,493,0.01058,-120,120,1,NO
788,500,493,0.01066,-101,101,1,NO
789,505,493,0.01893,-140,140,1,NO
790,495,494,0.01058,-120,120,1,NO
791,497,506,0.03967,-140,140,1,NO
792,502,499,0.00372,-144,144,1,NO
793,515,501,0.0176,-120,120,1,NO
794,515,503,0.00992,-137,137,1,NO
795,512,509,0.01934,-90,90,1,NO
796,524,511,0.06909,-90,90,1,NO
797,518,522,0.0095,-137,137,1,NO
798,526,519,0.01818,-137,137,1,NO
799,525,528,0.03934,-120,120,1,NO
800,538,536,0.02612,-90,90,1,NO
801,540,539,0.0001,-438,438,1,NO
802,559,539,0.08281,-137,137,1,NO
803,633,539,0.01298,-137,137,1,NO
804,737,539,0.03893,-137,137,1,NO
805,776,539,0.02025,-108,108,1,NO
806,544,540,0.07983,-137,137,1,NO
807,634,540,0.01281,-137,137,1,NO
808,650,540,0.03066,-137,137,1,NO
809,652,540,0.00992,-58,58,1,NO
810,653,540,0.04438,-137,137,1,NO
811,541,685,0.05074,-137,137,1,NO
812,712,542,0.08653,-137,137,1,NO
813,737,542,0.06099,-137,137,1,NO
814,751,542,0.08107,-137,137,1,NO
815,560,543,0.05802,-137,137,1,NO
816,617,543,0.05917,-137,137,1,NO
817,740,543,0.06736,-137,137,1,NO
818,544,696,0.04603,-137,137,1,NO
819,546,545,0.0001,-438,438,1,NO
820,587,545,0.10107,-137,137,1,NO
821,727,545,0.10686,-89,89,1,NO
822,756,545,0.07562,-137,137,1,NO
823,575,546,0.10347,-137,137,1,NO
824,725,546,0.01992,-137,137,1,NO
825,730,546,0.01479,-108,108,1,NO
826,739,546,0.07959,-137,137,1,NO
827,755,546,0.23512,-78,78,1,NO
828,631,547,0.02512,-137,137,1,NO
829,672,547,0.01157,-137,137,1,NO
830,751,547,0.01322,-137,137,1,NO
831,573,548,0.05273,-137,137,1,NO
832,660,548,0.06727,-137,137,1,NO
833,550,549,0.02702,-137,137,1,NO
834,671,549,0.14975,-76,76,1,NO
835,760,549,0.10041,-76,76,1,NO
836,761,550,0.0595,-137,137,1,NO
837,746,551,0.06562,-108,108,1,NO
838,551,750,0.06182,-108,108,1,NO
839,757,551,0.0181,-108,108,1,NO
840,784,551,0.01033,-108,108,1,NO
841,553,552,0.0186,-137,137,1,NO
842,588,552,0.10041,-137,137,1,NO
843,643,552,0.10736,-137,137,1,NO
844,771,552,0.10438,-137,137,1,NO
845,658,553,0.09876,-108,108,1,NO
846,703,554,0.10074,-137,137,1,NO
847,744,554,0.12777,-137,137,1,NO
848,555,693,0.01339,-137,137,1,NO
849,555,785,0.09421,-137,137,1,NO
850,559,556,0.09479,-137,137,1,NO
851,674,556,0.0981,-137,137,1,NO
852,781,556,0.07289,-137,137,1,NO
853,558,557,0.01851,-108,108,1,NO
854,690,557,0.03835,-108,108,1,NO
855,733,557,0.05959,-108,108,1,NO
856,579,558,0.11521,-108,108,1,NO
857,617,560,0.05413,-137,137,1,NO
858,568,561,0.03083,-108,108,1,NO
859,569,562,0.03331,-108,108,1,NO
860,569,563,0.01893,-108,108,1,NO
861,571,563,0.01835,-108,108,1,NO
862,598,564,0.03174,-76,76,1,NO
863,655,564,0.01975,-108,108,1,NO
864,669,564,0.04694,-108,108,1,NO
865,654,565,0.01686,-137,137,1,NO
866,655,565,0.01909,-108,108,1,NO
867,664,565,0.13256,-108,108,1,NO
868,762,565,0.05107,-137,137,1,NO
869,568,566,0.02785,-137,137,1,NO
870,571,566,0.0305,-137,137,1,NO
871,700,567,0.08322,-137,137,1,NO
872,716,567,0.03107,-137,137,1,NO
873,569,568,0.0001,-438,438,1,NO
874,672,568,0.13289,-137,137,1,NO
875,712,568,0.05504,-108,108,1,NO
876,656,569,0.0995,-76,76,1,NO
877,712,569,0.05504,-108,108,1,NO
878,666,570,0.09058,-108,108,1,NO
879,733,570,0.04661,-108,108,1,NO
880,694,572,0.08438,-91,91,1,NO
881,722,572,0.06554,-108,108,1,NO
882,594,573,0.05736,-137,137,1,NO
883,613,573,0.06612,-137,137,1,NO
884,710,574,0.01157,-137,137,1,NO
885,741,575,0.12463,-137,137,1,NO
886,576,721,0.07124,-76,76,1,NO
887,732,576,0.0005,-137,137,1,NO
888,581,577,0.02455,-108,108,1,NO
889,685,577,0.08926,-108,108,1,NO
890,661,578,0.05182,-137,137,1,NO
891,582,579,0.02777,-108,108,1,NO
892,580,644,0.06562,-137,137,1,NO
893,755,581,0.07926,-108,108,1,NO
894,765,581,0.01463,-108,108,1,NO
895,688,582,0.07645,-137,137,1,NO
896,749,582,0.02645,-137,137,1,NO
897,607,583,0.0262,-108,108,1,NO
898,619,583,0.06702,-137,137,1,NO
899,584,585,0.03306,-137,137,1,NO
900,697,584,0.08603,-137,137,1,NO
901,585,778,0.15769,-137,137,1,NO
902,762,586,0.04769,-137,137,1,NO
903,765,586,0.01314,-108,108,1,NO
904,628,587,0.03182,-137,137,1,NO
905,595,588,0.06231,-137,137,1,NO
906,643,588,0.08521,-137,137,1,NO
907,717,589,0.11116,-137,137,1,NO
908,753,589,0.07769,-137,137,1,NO
909,755,590,0.10669,-137,137,1,NO
910,780,590,0.1986,-137,137,1,NO
911,591,596,0.03041,-108,108,1,NO
912,667,591,0.0124,-108,108,1,NO
913,592,593,0.02017,-108,108,1,NO
914,592,738,0.06488,-108,108,1,NO
915,772,593,0.06603,-108,108,1,NO
916,713,594,0.06785,-137,137,1,NO
917,771,595,0.09909,-137,137,1,NO
918,596,742,0.07818,-137,137,1,NO
919,597,778,0.11504,-108,108,1,NO
920,675,598,0.05223,-76,76,1,NO
921,694,599,0.06198,-137,137,1,NO
922,669,600,0.08091,-108,108,1,NO
923,727,600,0.03149,-137,137,1,NO
924,630,601,0.0914,-137,137,1,NO
925,708,601,0.07066,-137,137,1,NO
926,604,602,0.01471,-137,137,1,NO
927,602,615,0.00983,-137,137,1,NO
928,604,603,0.01455,-137,137,1,NO
929,706,603,0.04537,-137,137,1,NO
930,605,615,0.02455,-137,137,1,NO
931,626,605,0.01388,-137,137,1,NO
932,606,670,0.02,-137,137,1,NO
933,606,926,0.05868,-140,140,1,NO
934,670,607,0.02,-108,108,1,NO
935,690,608,0.04901,-167,167,1,NO
936,677,609,0.05851,-137,137,1,NO
937,609,680,0.06893,-137,137,1,NO
938,668,610,0.03297,-58,58,1,NO
939,694,610,0.0282,-58,58,1,NO
940,683,611,0.02182,-108,108,1,NO
941,750,611,0.06793,-108,108,1,NO
942,613,612,0.0001,-438,438,1,NO
943,769,612,0.11256,-137,137,1,NO
944,627,613,0.04446,-137,137,1,NO
945,614,626,0.01942,-137,137,1,NO
946,707,614,0.07413,-137,137,1,NO
947,665,615,0.10083,-108,108,1,NO
948,774,615,0.04322,-108,108,1,NO
949,618,616,0.0019,-137,137,1,NO
950,616,619,0.00264,-108,108,1,NO
951,617,620,0.01603,-137,137,1,NO
952,620,618,0.02967,-108,108,1,NO
953,756,619,0.0714,-137,137,1,NO
954,622,621,0.00711,-108,108,1,NO
955,746,621,0.04975,-108,108,1,NO
956,624,622,0.00306,-68,68,1,NO
957,663,623,0.12752,-137,137,1,NO
958,712,623,0.05116,-137,137,1,NO
959,690,625,0.11099,-137,137,1,NO
960,625,1348,0.06033,-90,90,1,NO
961,691,627,0.06,-137,137,1,NO
962,699,628,0.06529,-137,137,1,NO
963,727,628,0.12595,-137,137,1,NO
964,667,629,0.14413,-76,76,1,NO
965,763,629,0.14868,-76,76,1,NO
966,645,630,0.06364,-137,137,1,NO
967,645,631,0.06628,-137,137,1,NO
968,634,632,0.04207,-137,137,1,NO
969,649,632,0.02512,-137,137,1,NO
970,634,633,0.0001,-438,438,1,NO
971,645,633,0.10752,-137,137,1,NO
972,637,635,0.00661,-137,137,1,NO
973,732,635,0.03711,-76,76,1,NO
974,742,635,0.05488,-137,137,1,NO
975,636,740,0.03645,-137,137,1,NO
976,744,636,0.04983,-76,76,1,NO
977,743,637,0.11281,-137,137,1,NO
978,639,638,0.00397,-68,68,1,NO
979,650,638,0.01025,-68,68,1,NO
980,650,639,0.00959,-137,137,1,NO
981,639,653,0.00802,-137,137,1,NO
982,640,644,0.01917,-137,137,1,NO
983,653,640,0.00802,-108,108,1,NO
984,644,641,0.02686,-137,137,1,NO
985,645,641,0.03116,-108,108,1,NO
986,647,641,0.01579,-137,137,1,NO
987,678,642,0.1014,-137,137,1,NO
988,785,642,0.08521,-108,108,1,NO
989,645,644,0.0001,-438,438,1,NO
990,650,644,0.0286,-182,182,1,NO
991,686,644,0.20612,-137,137,1,NO
992,734,644,0.04926,-89,89,1,NO
993,650,645,0.02413,-182,182,1,NO
994,646,770,0.12669,-137,137,1,NO
995,773,646,0.06686,-137,137,1,NO
996,649,647,0.04099,-108,108,1,NO
997,651,648,0.00826,-137,137,1,NO
998,652,648,0.00793,-58,58,1,NO
999,776,651,0.02165,-108,108,1,NO
1000,655,654,0.01455,-108,108,1,NO
1001,701,655,0.01926,-108,108,1,NO
1002,773,656,0.07364,-76,76,1,NO
1003,1444,657,0.03388,-57,57,1,NO
1004,1486,657,0.0405,-57,57,1,NO
1005,659,703,0.02959,-108,108,1,NO
1006,659,703,0.0257,-108,108,1,NO
1007,769,661,0.05132,-137,137,1,NO
1008,663,662,0.0001,-438,438,1,NO
1009,760,662,0.04488,-76,76,1,NO
1010,782,662,0.03298,-137,137,1,NO
1011,778,663,0.04661,-76,76,1,NO
1012,780,663,0.12273,-108,108,1,NO
1013,689,664,0.06595,-108,108,1,NO
1014,676,665,0.07041,-137,137,1,NO
1015,706,665,0.06843,-137,137,1,NO
1016,707,666,0.03157,-137,137,1,NO
1017,703,667,0.07884,-76,76,1,NO
1018,696,668,0.07019,-58,58,1,NO
1019,670,1469,0.07521,-90,90,1,NO
1020,754,671,0.02074,-76,76,1,NO
1021,750,673,0.07223,-167,167,1,NO
1022,674,695,0.03579,-137,137,1,NO
1023,675,758,0.06678,-108,108,1,NO
1024,679,677,0.05306,-137,137,1,NO
1025,679,678,0.0001,-438,438,1,NO
1026,684,678,0.07157,-167,167,1,NO
1027,731,678,0.1381,-108,108,1,NO
1028,750,678,0.1238,-108,108,1,NO
1029,683,679,0.0343,-108,108,1,NO
1030,684,679,0.07157,-167,167,1,NO
1031,685,679,0.10909,-108,108,1,NO
1032,680,688,0.06636,-137,137,1,NO
1033,680,701,0.04744,-108,108,1,NO
1034,682,681,0.00058,-274,274,1,NO
1035,770,686,0.12298,-137,137,1,NO
1036,745,687,0.01298,-137,137,1,NO
1037,687,747,0.00901,-68,68,1,NO
1038,689,688,0.0001,-438,438,1,NO
1039,1359,688,0.06281,-90,90,1,NO
1040,749,689,0.0724,-137,137,1,NO
1041,689,1402,0.13967,-120,120,1,NO
1042,691,692,0.06264,-137,137,1,NO
1043,718,692,0.0876,-137,137,1,NO
1044,694,693,0.00884,-137,137,1,NO
1045,695,696,0.01694,-137,137,1,NO
1046,766,697,0.05678,-137,137,1,NO
1047,698,702,0.03182,-108,108,1,NO
1048,704,698,0.00537,-108,108,1,NO
1049,699,703,0.1219,-137,137,1,NO
1050,710,700,0.07521,-137,137,1,NO
1051,702,703,0.0538,-108,108,1,NO
1052,703,704,0.01917,-76,76,1,NO
1053,709,705,0.01686,-137,137,1,NO
1054,728,705,0.00628,-108,108,1,NO
1055,707,706,0.0001,-438,438,1,NO
1056,772,707,0.02843,-108,108,1,NO
1057,716,709,0.0519,-108,108,1,NO
1058,720,709,0.05744,-108,108,1,NO
1059,714,711,0.05736,-137,137,1,NO
1060,727,711,0.07802,-137,137,1,NO
1061,729,711,0.00562,-137,137,1,NO
1062,720,713,0.00992,-137,137,1,NO
1063,724,714,0.0105,-137,137,1,NO
1064,739,715,0.02289,-137,137,1,NO
1065,715,1190,0.05372,-68,68,1,NO
1066,717,716,0.0001,-438,438,1,NO
1067,750,716,0.13339,-143,143,1,NO
1068,785,716,0.1314,-137,137,1,NO
1069,719,717,0.02562,-108,108,1,NO
1070,728,717,0.02983,-108,108,1,NO
1071,736,717,0.06752,-108,108,1,NO
1072,719,718,0.01438,-108,108,1,NO
1073,755,721,0.0557,-137,137,1,NO
1074,726,723,0.07314,-137,137,1,NO
1075,748,723,0.0119,-137,137,1,NO
1076,730,724,0.02405,-137,137,1,NO
1077,748,725,0.02653,-137,137,1,NO
1078,727,726,0.0001,-438,438,1,NO
1079,729,726,0.08777,-137,137,1,NO
1080,743,726,0.07463,-137,137,1,NO
1081,754,731,0.12025,-108,108,1,NO
1082,735,734,0.0076,-89,89,1,NO
1083,737,735,0.00959,-137,137,1,NO
1084,777,736,0.01488,-108,108,1,NO
1085,1430,738,0.06446,-90,90,1,NO
1086,752,740,0.00818,-137,137,1,NO
1087,779,740,0.01537,-108,108,1,NO
1088,752,741,0.02058,-137,137,1,NO
1089,768,744,0.03628,-108,108,1,NO
1090,784,745,0.0124,-108,108,1,NO
1091,777,747,0.0119,-68,68,1,NO
1092,753,750,0.00777,-137,137,1,NO
1093,759,754,0.00694,-108,108,1,NO
1094,781,755,0.09281,-108,108,1,NO
1095,774,757,0.05512,-108,108,1,NO
1096,758,759,0.02744,-108,108,1,NO
1097,764,763,0.02694,-108,108,1,NO
1098,767,763,0.08975,-137,137,1,NO
1099,778,764,0.1138,-108,108,1,NO
1100,778,766,0.1214,-137,137,1,NO
1101,779,768,0.0905,-108,108,1,NO
1102,771,770,0.13058,-137,137,1,NO
1103,775,1133,0.07934,-90,90,1,NO
1104,775,1414,0.04298,-140,140,1,NO
1105,783,778,0.00901,-137,137,1,NO
1106,783,782,0.0219,-137,137,1,NO
1107,1183,786,0.04545,-114,114,1,NO
1108,1184,787,0.04545,-114,114,1,NO
1109,1484,788,0.00207,-90,90,1,NO
1110,1483,789,0.00207,-90,90,1,NO
1111,1483,790,0.00124,-90,90,1,NO
1112,1483,791,0.00165,-90,90,1,NO
1113,1240,792,0.01405,-114,114,1,NO
1114,1525,792,0.0124,-114,114,1,NO
1115,793,1514,0.06033,-52,52,1,NO
1116,1334,794,0.01157,-140,140,1,NO
1117,1385,794,0.01983,-140,140,1,NO
1118,1108,795,0.02479,-90,90,1,NO
1119,795,1520,0.02397,-90,90,1,NO
1120,797,796,0.0001,-438,438,1,NO
1121,880,796,0.01736,-114,114,1,NO
1122,1011,796,0.03306,-114,114,1,NO
1123,1103,796,0.00992,-114,114,1,NO
1124,1419,796,0.01074,-114,114,1,NO
1125,1596,796,0.00826,-90,90,1,NO
1126,881,797,0.01736,-114,114,1,NO
1127,899,797,0.05041,-120,120,1,NO
1128,1004,797,0.02397,-120,120,1,NO
1129,1379,797,0.02645,-114,114,1,NO
1130,1597,797,0.00826,-90,90,1,NO
1131,799,798,0.0001,-438,438,1,NO
1132,1134,798,0.00083,-114,114,1,NO
1133,1163,798,0.03967,-140,140,1,NO
1134,798,1299,0.00248,-140,140,1,NO
1135,799,996,0.0438,-140,140,1,NO
1136,1135,799,0.00165,-114,114,1,NO
1137,799,1300,0.00248,-140,140,1,NO
1138,800,1356,0.00248,-114,114,1,NO
1139,801,1356,0.00248,-114,114,1,NO
1140,1087,802,0.01322,-120,120,1,NO
1141,802,1586,0.00248,-140,140,1,NO
1142,1483,803,0.0157,-120,120,1,NO
1143,1345,804,0.0438,-114,114,1,NO
1144,1426,804,0.06281,-114,114,1,NO
1145,805,1592,0.00083,-114,114,1,NO
1146,806,807,0.00083,-140,140,1,NO
1147,807,1328,0.0281,-120,120,1,NO
1148,807,1479,0.02066,-140,140,1,NO
1149,808,971,0.02562,-114,114,1,NO
1150,808,1227,0.01488,-114,114,1,NO
1151,904,809,0.01901,-120,120,1,NO
1152,1216,809,0.04463,-120,120,1,NO
1153,1502,810,0.0686,-140,140,1,NO
1154,811,812,0.00124,-90,90,1,NO
1155,812,860,0.02645,-90,90,1,NO
1156,918,812,0.05868,-140,140,1,NO
1157,813,877,0.01074,-140,140,1,NO
1158,813,1054,0.02066,-114,114,1,NO
1159,1462,814,0.01157,-140,140,1,NO
1160,1488,814,0.01322,-112,112,1,NO
1161,928,815,0.00248,-140,140,1,NO
1162,1156,815,0.01488,-140,140,1,NO
1163,1315,815,0.00744,-112,112,1,NO
1164,816,817,0.00165,-140,140,1,NO
1165,817,1079,0.0314,-90,90,1,NO
1166,1477,817,0.02066,-90,90,1,NO
1167,819,818,0.02727,-19,19,1,NO
1168,819,954,0.05455,-57,57,1,NO
1169,993,819,0.03884,-57,57,1,NO
1170,820,838,0.0124,-114,114,1,NO
1171,1393,820,0.09174,-85,85,1,NO
1172,822,821,0.0001,-438,438,1,NO
1173,843,821,0.0314,-140,140,1,NO
1174,920,821,0.03636,-114,114,1,NO
1175,1076,821,0.02149,-114,114,1,NO
1176,1199,821,0.01074,-140,140,1,NO
1177,1558,821,0.02231,-114,114,1,NO
1178,844,822,0.03058,-140,140,1,NO
1179,919,822,0.03636,-114,114,1,NO
1180,924,822,0.03058,-114,114,1,NO
1181,1355,822,0.00826,-140,140,1,NO
1182,1559,822,0.02231,-114,114,1,NO
1183,825,823,0.00165,-90,90,1,NO
1184,826,824,0.00165,-90,90,1,NO
1185,825,1232,0.00579,-140,140,1,NO
1186,1566,825,0.01488,-140,140,1,NO
1187,826,1003,0.00579,-140,140,1,NO
1188,1566,826,0.01488,-140,140,1,NO
1189,827,911,0.01488,-114,114,1,NO
1190,1337,827,0.05702,-90,90,1,NO
1191,828,829,0.03058,-57,57,1,NO
1192,829,1268,0.05785,-114,114,1,NO
1193,1489,829,0.01983,-114,114,1,NO
1194,830,883,0.01736,-140,140,1,NO
1195,830,1334,0.00496,-140,140,1,NO
1196,833,831,0.01818,-76,76,1,NO
1197,1154,832,0.02645,-114,114,1,NO
1198,833,1230,0.04463,-120,120,1,NO
1199,1553,833,0.06364,-120,120,1,NO
1200,886,834,0.07025,-120,120,1,NO
1201,991,834,0.10248,-120,120,1,NO
1202,1175,834,0.04463,-120,120,1,NO
1203,1178,834,0.0405,-90,90,1,NO
1204,1467,834,0.06116,-120,120,1,NO
1205,1020,835,0.1,-120,120,1,NO
1206,1106,835,0.02231,-114,114,1,NO
1207,890,836,0.02231,-120,120,1,NO
1208,1105,836,0.02231,-114,114,1,NO
1209,836,1365,0.09587,-120,120,1,NO
1210,837,1097,0.02479,-120,120,1,NO
1211,1552,837,0.01322,-114,114,1,NO
1212,966,838,0.00826,-114,114,1,NO
1213,840,839,0.03636,-57,57,1,NO
1214,1349,839,0.05785,-57,57,1,NO
1215,840,887,0.12727,-57,57,1,NO
1216,1562,840,0.02397,-57,57,1,NO
1217,841,1095,0.00165,-140,140,1,NO
1218,842,1096,0.00165,-140,140,1,NO
1219,845,870,0.00165,-57,57,1,NO
1220,846,871,0.00165,-57,57,1,NO
1221,847,871,0.00165,-57,57,1,NO
1222,848,870,0.00124,-57,57,1,NO
1223,849,1320,0.02397,-120,120,1,NO
1224,1426,849,0.04215,-120,120,1,NO
1225,1087,850,0.01405,-140,140,1,NO
1226,1594,850,0.01818,-140,140,1,NO
1227,1066,851,0.01736,-140,140,1,NO
1228,851,1328,0.02727,-140,140,1,NO
1229,1538,851,0.07603,-140,140,1,NO
1230,1560,852,0.02479,-120,120,1,NO
1231,852,1589,0.00992,-140,140,1,NO
1232,853,855,0.00165,-114,114,1,NO
1233,854,856,0.00413,-114,114,1,NO
1234,855,997,0.00331,-140,140,1,NO
1235,1573,855,0.01157,-114,114,1,NO
1236,864,856,0.00744,-120,120,1,NO
1237,856,997,0.00165,-114,114,1,NO
1238,857,1169,0.06529,-120,120,1,NO
1239,1293,857,0.05455,-120,120,1,NO
1240,858,945,0.01074,-140,140,1,NO
1241,1162,858,0.01983,-140,140,1,NO
1242,1173,858,0.00248,-57,57,1,NO
1243,858,1205,0.01736,-114,114,1,NO
1244,1372,858,0.01653,-120,120,1,NO
1245,859,946,0.01074,-140,140,1,NO
1246,1113,859,0.02231,-120,120,1,NO
1247,1174,859,0.00248,-57,57,1,NO
1248,1358,859,0.01983,-114,114,1,NO
1249,859,1362,0.00826,-114,114,1,NO
1250,860,1556,0.02893,-90,90,1,NO
1251,1107,861,0.06033,-114,114,1,NO
1252,1585,861,0.0157,-114,114,1,NO
1253,947,862,0.00661,-120,120,1,NO
1254,1561,862,0.03388,-120,120,1,NO
1255,864,863,0.01157,-114,114,1,NO
1256,990,864,0.01405,-114,114,1,NO
1257,1432,865,0.00909,-120,120,1,NO
1258,1575,865,0.07934,-120,120,1,NO
1259,866,1196,0.02149,-114,114,1,NO
1260,1531,866,0.01405,-114,114,1,NO
1261,867,869,0.01405,-114,114,1,NO
1262,1288,868,0.0157,-140,140,1,NO
1263,888,869,0.00083,-114,114,1,NO
1264,869,914,0.04298,-140,140,1,NO
1265,1214,870,0.03636,-120,120,1,NO
1266,1411,870,0.01983,-140,140,1,NO
1267,1418,870,0.02645,-120,120,1,NO
1268,896,871,0.04132,-120,120,1,NO
1269,1418,871,0.02645,-85,85,1,NO
1270,1020,872,0.01322,-114,114,1,NO
1271,872,1384,0.06694,-120,120,1,NO
1272,873,874,0.03223,-120,120,1,NO
1273,874,1098,0.00083,-120,120,1,NO
1274,1552,874,0.02975,-120,120,1,NO
1275,875,876,0.00331,-75,75,1,NO
1276,1323,876,0.01901,-90,90,1,NO
1277,876,1389,0.04132,-90,90,1,NO
1278,1050,877,0.03471,-114,114,1,NO
1279,879,878,0.0001,-438,438,1,NO
1280,1320,878,0.0157,-120,120,1,NO
1281,1543,878,0.02645,-90,90,1,NO
1282,879,1325,0.03388,-120,120,1,NO
1283,1426,879,0.05868,-120,120,1,NO
1284,1470,882,0.0595,-114,114,1,NO
1285,882,1503,0.10909,-140,140,1,NO
1286,1490,883,0.00579,-140,140,1,NO
1287,885,884,0.00413,-140,140,1,NO
1288,885,890,0.0843,-75,75,1,NO
1289,1476,885,0.07107,-75,75,1,NO
1290,1294,886,0.06612,-120,120,1,NO
1291,887,1178,0.07521,-90,90,1,NO
1292,996,888,0.02314,-140,140,1,NO
1293,1076,889,0.01736,-140,140,1,NO
1294,1207,889,0.01488,-114,114,1,NO
1295,891,1057,0.00909,-140,140,1,NO
1296,1459,891,0.01488,-140,140,1,NO
1297,893,892,0.0001,-438,438,1,NO
