genName,BusId,pmax,pmin,init_output,init_state_time,MinOnTime,MinOffTime,ColdStartTime,ramp_up,ramp_down,startup_times,hot_start,cold_start,min_cost,segments,segment1,segment2,segment3,segment4,segment5,segment6,segment7,segment8,segment9,segment10,segment11,cost1,cost2,cost3,cost4,cost5,cost6,cost7,cost8,cost9,cost10,zone,Pstart,Pshut
110,1764,47.25368252,20,0,-24,1,1,2,33.08,33.08,-,1658.38,4839,997.4123495,4,20,26.81342063,33.62684126,40.44026189,47.25368252,,,,,,,11.72999843,13.5493861,15.41811593,17.3502857,,,,,,,-,33.08,33.08
111,997,47.0155082,20,0,-24,1,1,2,32.91,32.91,-,1144.72,3266.2,1008.797781,4,20,26.75387705,33.5077541,40.26163115,47.0155082,,,,,,,11.82161298,13.62213903,15.47465369,17.39401086,,,,,,,-,32.91,32.91
112,1763,46.74382091,20,0,-24,1,1,2,32.72,32.72,-,381.8,929.69,1025.382685,4,20,26.68595523,33.37191046,40.05786569,46.74382091,,,,,,,11.95943485,13.73712101,15.57085829,17.47666131,,,,,,,-,32.72,32.72
113,328,43.25633803,0,0,-24,1,1,2,30.28,30.28,-,1781.11,2547.17,0,1,0,43.25633803,0,0,0,,,,,,,0,0,0,0,,,,,,,-,43.25633803,30.28
114,330,42.84842111,0,0,-24,1,1,2,29.99,29.99,-,1237.92,1351.82,0,1,0,42.84842111,0,0,0,,,,,,,0,0,0,0,,,,,,,-,42.84842111,29.99
115,814,42.67,0,0,-24,1,1,2,29.87,29.87,-,2143.9,3219.4,0,1,0,42.67,0,0,0,,,,,,,0,0,0,0,,,,,,,-,42.67,29.87
116,1138,42.58,0,0,-24,1,1,2,29.81,29.81,-,1592.13,2241.66,0,1,0,42.58,0,0,0,,,,,,,0,0,0,0,,,,,,,-,42.58,29.81
117,329,42.49697118,0,0,-24,1,1,2,29.75,29.75,-,1529.69,1927.23,0,1,0,42.49697118,0,0,0,,,,,,,0,0,0,0,,,,,,,-,42.49697118,29.75
118,331,42.27323944,0,0,-24,1,1,2,29.59,29.59,-,424.33,424.33,0,1,0,42.27323944,0,0,0,,,,,,,0,0,0,0,,,,,,,-,42.27323944,29.59
119,45,41.1656338,0,0,-24,1,1,2,28.82,28.82,-,765.46,765.46,0,1,0,41.1656338,0,0,0,,,,,,,0,0,0,0,,,,,,,-,41.1656338,28.82
120,282,39.32394366,0,0,-24,1,1,2,27.53,27.53,-,1047.38,1047.38,0,1,0,39.32394366,0,0,0,,,,,,,0,0,0,0,,,,,,,-,39.32394366,27.53
121,2139,39.32394366,0,0,-24,1,1,2,27.53,27.53,-,1378.66,1378.66,0,1,0,39.32394366,0,0,0,,,,,,,0,0,0,0,,,,,,,-,39.32394366,27.53
122,1175,37.35697161,0,0,-24,1,1,2,26.15,26.15,-,813.48,813.48,0,1,0,37.35697161,0,0,0,,,,,,,0,0,0,0,,,,,,,-,37.35697161,26.15
123,2372,36.90284645,0,0,-24,1,1,2,25.9,25.9,-,1541.45,1541.45,10403.23458,1,0,36.90284645,0,0,0,,,,,,,104.0323458,0,0,0,,,,,,,-,36.90284645,25.9
124,892,31.74949608,30.6520292,0,-24,1,1,2,22.22,22.22,-,447.17,447.17,2459.83291,4,30.6520292,30.92639592,31.20076264,31.47512936,31.74949608,,,,,,,24.88833472,25.17834034,25.46834596,25.75835158,,,,,,,-,30.6520292,22.22
125,1504,31.0769891,29.9281663,0,-24,1,1,2,21.75,21.75,-,408.21,408.21,3087.013396,4,29.9281663,30.215372,30.5025777,30.7897834,31.0769891,,,,,,,31.17371038,31.47728681,31.78086323,32.08443965,,,,,,,-,29.9281663,21.75
126,1638,29.95211137,29.05843855,0,-24,1,1,2,20.97,20.97,-,687.92,687.92,2574.826387,4,29.05843855,29.28185676,29.50527496,29.72869316,29.95211137,,,,,,,25.98441691,26.22056995,26.45672299,26.69287603,,,,,,,-,29.05843855,20.97
127,1054,29.82970508,0,0,-24,1,1,2,20.88,20.88,-,139.96,139.96,3119.374081,1,0,29.82970508,0,0,0,,,,,,,31.19374081,0,0,0,,,,,,,-,29.82970508,20.88
128,2197,26.34174598,26.23233145,0,-24,1,1,2,18.44,18.44,-,318.59,318.59,7872.794838,4,26.23233145,26.25968509,26.28703872,26.31439235,26.34174598,,,,,,,78.75686117,78.78577396,78.81468675,78.84359954,,,,,,,-,26.23233145,18.44
129,2204,25.40313401,25.05441486,0,-24,1,1,2,17.78,17.78,-,1678.89,1678.89,4301.125315,4,25.05441486,25.14159465,25.22877444,25.31595422,25.40313401,,,,,,,43.13259252,43.2539319,43.37527127,43.49661065,,,,,,,-,25.05441486,17.78
130,1029,24.67825529,24.55057978,0,-24,1,1,2,17.27,17.27,-,1326.53,1326.53,5762.434597,4,24.55057978,24.58249866,24.61441753,24.64633641,24.67825529,,,,,,,57.66698692,57.70962787,57.75226882,57.79490977,,,,,,,-,24.55057978,17.27
131,1027,24.64329313,24.51060598,0,-24,1,1,2,17.25,17.25,-,1563.94,1563.94,5753.221895,4,24.51060598,24.54377777,24.57694956,24.61012135,24.64329313,,,,,,,57.57860128,57.62498361,57.67136594,57.71774827,,,,,,,-,24.51060598,17.25
132,2026,24.53151448,24.34726838,0,-24,1,1,2,17.17,17.17,-,1875.19,1875.19,5476.247066,4,24.34726838,24.39332991,24.43939143,24.48545295,24.53151448,,,,,,,54.82576653,54.88906241,54.95235829,55.01565417,,,,,,,-,24.34726838,17.17
133,1106,22.31831638,22.20599485,0,-24,1,1,2,15.62,15.62,-,1304.93,1304.93,5288.94299,4,22.20599485,22.23407524,22.26215562,22.290236,22.31831638,,,,,,,52.92781126,52.96619262,53.00457398,53.04295534,,,,,,,-,22.20599485,15.62
134,919,21.55068976,21.34994217,0,-24,1,1,2,15.09,15.09,-,1581.99,1581.99,3694.139413,4,21.34994217,21.40012906,21.45031596,21.50050286,21.55068976,,,,,,,37.01082646,37.0802588,37.14969113,37.21912346,,,,,,,-,21.34994217,15.09
135,1995,21,0,0,-24,1,1,2,14.7,14.7,-,542.59,542.59,0,1,0,21,0,0,0,,,,,,,0,0,0,0,,,,,,,-,21,14.7
136,1244,18.92,18.32547176,0,-24,1,1,2,13.24,13.24,-,876.81,876.81,2495.685677,4,18.32547176,18.47410382,18.62273588,18.77136794,18.92,,,,,,,25.16293512,25.36901347,25.57509183,25.78117018,,,,,,,-,18.32547176,13.24
137,2099,18,17.75460721,0,-24,1,1,2,12.6,12.6,-,1052.53,1052.53,2937.722491,4,17.75460721,17.81595541,17.87730361,17.9386518,18,,,,,,,29.60586241,29.83449991,30.06313742,30.29177492,,,,,,,-,17.75460721,12.6
138,1600,17.43,17.18914777,0,-24,1,1,2,12.2,12.2,-,1059.52,1059.52,2148.759478,4,17.18914777,17.24936083,17.30957389,17.36978694,17.43,,,,,,,21.60054173,21.71348868,21.82643563,21.93938258,,,,,,,-,17.18914777,12.2
139,1904,17,16.65257842,0,-24,1,1,2,11.9,11.9,-,1083.23,1083.23,2692.675582,4,16.65257842,16.73943382,16.82628921,16.91314461,17,,,,,,,27.07920277,27.23164972,27.38409668,27.53654363,,,,,,,-,16.65257842,11.9
140,2339,17,16.74010473,0,-24,1,1,2,11.9,11.9,-,742.99,742.99,2778.425548,4,16.74010473,16.80507855,16.87005237,16.93502618,17,,,,,,,27.92774253,28.07122957,28.21471661,28.35820366,,,,,,,-,16.74010473,11.9
141,2237,16.5,16.32642165,0,-24,1,1,2,11.55,11.55,-,637.65,637.65,2313.341179,4,16.32642165,16.36981624,16.41321083,16.45660541,16.5,,,,,,,23.26845905,23.4035063,23.53855356,23.67360081,,,,,,,-,16.32642165,11.55
142,914,15.93,15.77978815,0,-24,1,1,2,11.15,11.15,-,1044.6,1044.6,1963.634594,4,15.77978815,15.81734111,15.85489407,15.89244704,15.93,,,,,,,19.71429636,19.79224678,19.8701972,19.94814761,,,,,,,-,15.77978815,11.15
143,1247,15.93,15.72383767,0,-24,1,1,2,11.15,11.15,-,1184.85,1184.85,2213.315918,4,15.72383767,15.77537825,15.82691884,15.87845942,15.93,,,,,,,22.22017845,22.30719772,22.39421699,22.48123625,,,,,,,-,15.72383767,11.15
144,205,15,14.81253469,0,-24,1,1,2,10.5,10.5,-,307.86,307.86,2004.362887,4,14.81253469,14.85940102,14.90626735,14.95313367,15,,,,,,,20.08951872,20.13540858,20.18129843,20.22718828,,,,,,,-,14.81253469,10.5
145,1706,14.94480795,0,0,-24,1,1,2,10.5,10.5,-,335.86,335.86,2103.734155,1,0,14.94480795,0,0,0,,,,,,,21.03734155,0,0,0,,,,,,,-,14.94480795,10.5
146,1233,14.86081493,0,0,-24,1,1,2,10.46,10.46,-,168.51,168.51,2045.596933,1,0,14.86081493,0,0,0,,,,,,,20.45596933,0,0,0,,,,,,,-,14.86081493,10.46
147,1418,14.18480911,7.796160104,0,-24,1,1,2,9.93,9.93,-,3169.22,3343.82,761.6716842,4,7.796160104,9.393322356,10.99048461,12.58764686,14.18480911,,,,,,,16.07336564,24.57992986,33.14891011,42.03554892,,,,,,,-,9.93,9.93
148,2296,13.5,12.83,0,-24,1,1,2,9.45,9.45,-,507.79,507.79,2184.055832,4,12.83,12.9975,13.165,13.3325,13.5,,,,,,,22.03329172,22.22602512,22.41875851,22.61149191,,,,,,,-,12.83,9.45
149,639,9.12,0,0,-24,1,1,2,6.38,6.38,-,228.71,228.71,0,1,0,9.12,0,0,0,,,,,,,0,0,0,0,,,,,,,-,9.12,6.38
150,895,8.51,0,0,-24,1,1,2,5.96,5.96,-,193.42,193.42,0,1,0,8.51,0,0,0,,,,,,,0,0,0,0,,,,,,,-,8.51,5.96
151,1542,8.51,0,0,-24,1,1,2,5.96,5.96,-,61.98,61.98,0,1,0,8.51,0,0,0,,,,,,,0,0,0,0,,,,,,,-,8.51,5.96
152,383,7.95471985,7.6,0,-24,1,1,2,5.57,5.57,-,235.91,235.91,292.3205266,4,7.6,7.688679963,7.777359925,7.866039888,7.95471985,,,,,,,3.020753225,3.118301184,3.215849143,3.313397101,,,,,,,-,7.6,5.57
153,382,7.860185032,7.6,0,-24,1,1,2,5.5,5.5,-,206.92,206.92,528.9428775,4,7.6,7.665046258,7.730092516,7.795138774,7.860185032,,,,,,,5.360979659,5.432530543,5.504081427,5.57563231,,,,,,,-,7.6,5.5
154,2140,7.627197841,7.32,0,-24,1,1,2,5.34,5.34,-,24.24,24.24,333.8084284,4,7.32,7.39679946,7.473598921,7.550398381,7.627197841,,,,,,,3.42256369,3.507043096,3.591522503,3.676001909,,,,,,,-,7.32,5.34
155,1105,7.57,0,0,-24,1,1,2,5.33,5.33,-,115.18,115.18,565.8473556,1,0,7.57,0,0,0,,,,,,,5.658473556,0,0,0,,,,,,,-,7.57,5.33
156,623,7.22,0,0,-24,1,1,2,5.07,5.07,-,57.9,57.9,180.3216127,1,0,7.22,0,0,0,,,,,,,1.803216127,0,0,0,,,,,,,-,7.22,5.07
157,2379,7,6.65,0,-24,1,1,2,4.9,4.9,-,0,0,403.8994677,4,6.65,6.7375,6.825,6.9125,7,,,,,,,4.135244677,4.231494677,4.327744677,4.423994677,,,,,,,-,6.65,4.9
158,730,6.704033645,6.56,0,-24,1,1,2,4.69,4.69,-,0,0,366.1865653,4,6.56,6.596008411,6.632016822,6.668025234,6.704033645,,,,,,,3.701474906,3.741084158,3.780693411,3.820302663,,,,,,,-,6.56,4.69
159,2171,6.18,0,0,-24,1,1,2,4.38,4.38,-,0,0,437.2524329,1,0,6.18,0,0,0,,,,,,,4.372524329,0,0,0,,,,,,,-,6.18,4.38
160,2273,6.142602406,5.99,0,-24,1,1,2,4.3,4.3,-,0,0,323.5780164,4,5.99,6.028150601,6.066301203,6.104451804,6.142602406,,,,,,,3.277745825,3.319711487,3.361677148,3.40364281,,,,,,,-,5.99,4.3
161,664,6.066765102,5.89,0,-24,1,1,2,4.25,4.25,-,0,0,134.5318833,4,5.89,5.934191275,5.978382551,6.022573826,6.066765102,,,,,,,1.393929236,1.442539638,1.491150041,1.539760444,,,,,,,-,5.89,4.25
162,536,5.900458674,5.7,0,-24,1,1,2,4.13,4.13,-,0,0,247.380602,4,5.7,5.750114669,5.800229337,5.850344006,5.900458674,,,,,,,2.528932156,2.584058291,2.639184427,2.694310562,,,,,,,-,5.7,4.13
163,269,5.856784562,5.7,0,-24,1,1,2,4.1,4.1,-,0,0,638.9341457,4,5.7,5.73919614,5.778392281,5.817588421,5.856784562,,,,,,,6.432457212,6.475572966,6.518688721,6.561804475,,,,,,,-,5.7,4.1
164,385,5.7,0,0,-24,1,1,2,4,4,-,0,0,663.4351385,1,0,5.7,0,0,0,,,,,,,6.634351385,0,0,0,,,,,,,-,5.7,4
165,525,5.7,0,0,-24,1,1,2,3.99,3.99,-,0,0,555.3332834,1,0,5.7,0,0,0,,,,,,,5.553332834,0,0,0,,,,,,,-,5.7,3.99
166,1749,5.7,0,0,-24,1,1,2,4,4,-,0,0,810.6315306,1,0,5.7,0,0,0,,,,,,,8.106315306,0,0,0,,,,,,,-,5.7,4
167,1918,5.7,0,0,-24,1,1,2,4.05,4.05,-,0,0,401.5683979,1,0,5.7,0,0,0,,,,,,,4.015683979,0,0,0,,,,,,,-,5.7,4.05
168,1947,5.7,0,0,-24,1,1,2,4.03,4.03,-,0,0,253.2204278,1,0,5.7,0,0,0,,,,,,,2.532204278,0,0,0,,,,,,,-,5.7,4.03
169,2033,5.32,0,0,-24,1,1,2,3.72,3.72,-,17.25,17.25,0,1,0,5.32,0,0,0,,,,,,,0,0,0,0,,,,,,,-,5.32,3.72
170,1004,4.28,4.07,0,-24,1,1,2,3,3,-,8.84,8.84,38.83395666,4,4.07,4.1225,4.175,4.2275,4.28,,,,,,,0.448189567,0.508039567,0.567889567,0.627739567,,,,,,,-,4.07,3
171,1403,4.28,4.07,0,-24,1,1,2,3,3,-,13.89,13.89,55.98258955,4,4.07,4.1225,4.175,4.2275,4.28,,,,,,,0.619675896,0.679525896,0.739375896,0.799225896,,,,,,,-,4.07,3
172,585,4,3.8,0,-24,1,1,2,2.8,2.8,-,111.64,111.64,166.5339309,4,3.8,3.85,3.9,3.95,4,,,,,,,1.722339309,1.779339309,1.836339309,1.893339309,,,,,,,-,3.8,2.8
173,740,4,3.8,0,-24,1,1,2,2.8,2.8,-,43.24,43.24,141.9256677,4,3.8,3.85,3.9,3.95,4,,,,,,,1.476256677,1.533256677,1.590256677,1.647256677,,,,,,,-,3.8,2.8
174,1768,4,3.8,0,-24,1,1,2,2.8,2.8,-,125.17,125.17,142.8240591,4,3.8,3.85,3.9,3.95,4,,,,,,,1.485240591,1.542240591,1.599240591,1.656240591,,,,,,,-,3.8,2.8
175,1874,4,3.8,0,-24,1,1,2,2.8,2.8,-,82.04,82.04,156.3125626,4,3.8,3.85,3.9,3.95,4,,,,,,,1.620125626,1.677125626,1.734125626,1.791125626,,,,,,,-,3.8,2.8
176,2217,4,3.8,0,-24,1,1,2,2.8,2.8,-,182.96,182.96,194.7413361,4,3.8,3.85,3.9,3.95,4,,,,,,,2.004413361,2.061413361,2.118413361,2.175413361,,,,,,,-,3.8,2.8
177,993,3.98,3.78,0,-24,1,1,2,2.79,2.79,-,132.6,132.6,166.4385646,4,3.78,3.83,3.88,3.93,3.98,,,,,,,1.721385646,1.778385646,1.835385646,1.892385646,,,,,,,-,3.78,2.79
178,2164,3.975985951,0,0,-24,1,1,2,2.78,2.78,-,149.66,149.66,129.7877949,1,0,3.975985951,0,0,0,,,,,,,1.297877949,0,0,0,,,,,,,-,3.975985951,2.78
179,735,3.975064063,0,0,-24,1,1,2,2.78,2.78,-,107.54,107.54,105.5941919,1,0,3.975064063,0,0,0,,,,,,,1.055941919,0,0,0,,,,,,,-,3.975064063,2.78
180,699,3.8,3.61,0,-24,1,1,2,2.66,2.66,-,147.09,147.09,179.8215218,4,3.61,3.6575,3.705,3.7525,3.8,,,,,,,1.852365218,1.906515218,1.960665218,2.014815218,,,,,,,-,3.61,2.66
181,901,3.68,3.5,0,-24,1,1,2,2.58,2.58,-,39.87,39.87,107.1237119,4,3.5,3.545,3.59,3.635,3.68,,,,,,,1.122537119,1.173837119,1.225137119,1.276437119,,,,,,,-,3.5,2.58
182,537,3.5,3.33,0,-24,1,1,2,2.45,2.45,-,41.5,41.5,166.5244952,4,3.33,3.3725,3.415,3.4575,3.5,,,,,,,1.713694952,1.762144952,1.810594952,1.859044952,,,,,,,-,3.33,2.45
183,1726,3.5,3.33,0,-24,1,1,2,2.45,2.45,-,140.85,140.85,304.0073351,4,3.33,3.3725,3.415,3.4575,3.5,,,,,,,3.088523351,3.136973351,3.185423351,3.233873351,,,,,,,-,3.33,2.45
184,1974,3.5,3.33,0,-24,1,1,2,2.45,2.45,-,122.05,122.05,198.1099449,4,3.33,3.3725,3.415,3.4575,3.5,,,,,,,2.029549449,2.077999449,2.126449449,2.174899449,,,,,,,-,3.33,2.45
185,1698,2.8,0,0,-24,1,1,2,1.96,1.96,-,95.08,95.08,0,1,0,2.8,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2.8,1.96
186,1976,2.8,0,0,-24,1,1,2,1.96,1.96,-,102.47,102.47,0,1,0,2.8,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2.8,1.96
187,556,2.7,0,0,-24,1,1,2,1.89,1.89,-,43.94,43.94,0,1,0,2.7,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2.7,1.89
188,584,2.7,0,0,-24,1,1,2,1.89,1.89,-,117.51,117.51,0,1,0,2.7,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2.7,1.89
189,670,2.7,0,0,-24,1,1,2,1.89,1.89,-,101.92,101.92,0,1,0,2.7,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2.7,1.89
190,1728,2.7,0,0,-24,1,1,2,1.89,1.89,-,69.55,69.55,0,1,0,2.7,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2.7,1.89
191,2234,2.7,0,0,-24,1,1,2,1.89,1.89,-,97.11,97.11,0,1,0,2.7,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2.7,1.89
192,1993,2.523386938,0,0,-24,1,1,2,1.82,1.82,-,3.33,3.33,202.7268277,1,0,2.523386938,0,0,0,,,,,,,2.027268277,0,0,0,,,,,,,-,2.523386938,1.82
193,2213,2.51113355,0,0,-24,1,1,2,1.82,1.82,-,4.23,4.23,242.2683955,1,0,2.51113355,0,0,0,,,,,,,2.422683955,0,0,0,,,,,,,-,2.51113355,1.82
194,1807,2.504274581,0,0,-24,1,1,2,1.82,1.82,-,3.93,3.93,239.8739446,1,0,2.504274581,0,0,0,,,,,,,2.398739446,0,0,0,,,,,,,-,2.504274581,1.82
195,264,2.5,0,0,-24,1,1,2,1.75,1.75,-,5.26,5.26,0,1,0,2.5,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2.5,1.75
196,289,2.5,0,0,-24,1,1,2,1.75,1.75,-,5.12,5.12,0,1,0,2.5,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2.5,1.75
197,1932,2.5,0,0,-24,1,1,2,1.75,1.75,-,4.99,4.99,0,1,0,2.5,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2.5,1.75
198,2293,2.5,0,0,-24,1,1,2,1.75,1.75,-,4.84,4.84,0,1,0,2.5,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2.5,1.75
199,884,2.49,0,0,-24,1,1,2,1.74,1.74,-,5.31,5.31,0,1,0,2.49,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2.49,1.74
200,959,2.49,0,0,-24,1,1,2,1.74,1.74,-,4.85,4.85,0,1,0,2.49,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2.49,1.74
201,213,2,0,0,-24,1,1,2,1.5,1.5,-,740.68,1660.04,0,1,0,2,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2,1.5
202,347,2,0,0,-24,1,1,2,1.5,1.5,-,0,0,0,1,0,2,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2,1.5
203,365,2,0,0,-24,1,1,2,1.5,1.5,-,9.22,9.22,0,1,0,2,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2,1.5
204,390,2,0,0,-24,1,1,2,1.5,1.5,-,11.8,11.8,0,1,0,2,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2,1.5
205,395,2,0,0,-24,1,1,2,1.5,1.5,-,0,0,0,1,0,2,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2,1.5
206,404,2,0,0,-24,1,1,2,1.5,1.5,-,66.05,66.05,0,1,0,2,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2,1.5
207,426,2,0,0,-24,1,1,2,1.5,1.5,-,46.18,46.18,0,1,0,2,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2,1.5
208,451,2,0,0,-24,1,1,2,1.5,1.5,-,11.02,11.02,0,1,0,2,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2,1.5
209,651,2,0,0,-24,1,1,2,1.5,1.5,-,12.14,12.14,0,1,0,2,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2,1.5
210,760,2,0,0,-24,1,1,2,1.5,1.5,-,92.66,92.66,0,1,0,2,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2,1.5
211,766,2,0,0,-24,1,1,2,1.46,1.46,-,3.17,3.17,196.208146,1,0,2,0,0,0,,,,,,,1.96208146,0,0,0,,,,,,,-,2,1.46
212,798,2,0,0,-24,1,1,2,1.5,1.5,-,14.62,14.62,0,1,0,2,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2,1.5
213,878,2,0,0,-24,1,1,2,1.5,1.5,-,62.12,62.12,0,1,0,2,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2,1.5
214,910,2,0,0,-24,1,1,2,1.5,1.5,-,7.75,7.75,0,1,0,2,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2,1.5
215,1028,2,0,0,-24,1,1,2,1.5,1.5,-,71.88,71.88,0,1,0,2,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2,1.5
216,1107,2,0,0,-24,1,1,2,1.5,1.5,-,804.22,1467.54,0,1,0,2,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2,1.5
217,1393,2,0,0,-24,1,1,2,1.5,1.5,-,551.67,551.67,0,1,0,2,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2,1.5
218,1514,2,0,0,-24,1,1,2,1.5,1.5,-,5.47,5.47,0,1,0,2,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2,1.5
219,1679,2,0,0,-24,1,1,2,1.5,1.5,-,61.34,61.34,0,1,0,2,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2,1.5
220,1683,2,0,0,-24,1,1,2,1.5,1.5,-,5.5,5.5,0,1,0,2,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2,1.5
221,1685,2,0,0,-24,1,1,2,1.5,1.5,-,28.9,28.9,0,1,0,2,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2,1.5
222,1710,2,0,0,-24,1,1,2,1.5,1.5,-,110.43,110.43,0,1,0,2,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2,1.5
223,1717,2,0,0,-24,1,1,2,1.45,1.45,-,3.4,3.4,196.7033408,1,0,2,0,0,0,,,,,,,1.967033408,0,0,0,,,,,,,-,2,1.45
224,1735,2,0,0,-24,1,1,2,1.5,1.5,-,3.59,3.59,0,1,0,2,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2,1.5
225,1739,2,0,0,-24,1,1,2,1.5,1.5,-,119.38,119.38,0,1,0,2,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2,1.5
226,1788,2,0,0,-24,1,1,2,1.5,1.5,-,22.3,22.3,0,1,0,2,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2,1.5
227,1793,2,0,0,-24,1,1,2,1.5,1.5,-,1.5,1.5,0,1,0,2,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2,1.5
228,1966,2,0,0,-24,1,1,2,1.5,1.5,-,145.59,145.59,0,1,0,2,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2,1.5
229,1977,2,0,0,-24,1,1,2,1.5,1.5,-,15.39,15.39,0,1,0,2,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2,1.5
230,2027,2,0,0,-24,1,1,2,1.5,1.5,-,404.92,404.92,0,1,0,2,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2,1.5
231,2107,2,0,0,-24,1,1,2,1.5,1.5,-,23.71,23.71,0,1,0,2,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2,1.5
232,2115,2,0,0,-24,1,1,2,1.5,1.5,-,5.74,5.74,0,1,0,2,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2,1.5
233,2127,2,0,0,-24,1,1,2,1.5,1.5,-,4.57,4.57,0,1,0,2,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2,1.5
234,2159,2,0,0,-24,1,1,2,1.5,1.5,-,294.17,294.17,0,1,0,2,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2,1.5
235,2194,2,0,0,-24,1,1,2,1.5,1.5,-,0,0,0,1,0,2,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2,1.5
236,2271,2,0,0,-24,1,1,2,1.5,1.5,-,5.73,5.73,0,1,0,2,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2,1.5
237,2272,2,0,0,-24,1,1,2,1.5,1.5,-,0,0,0,1,0,2,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2,1.5
238,2328,2,0,0,-24,1,1,2,1.5,1.5,-,81.1,81.1,0,1,0,2,0,0,0,,,,,,,0,0,0,0,,,,,,,-,2,1.5
239,917,1.99,0,0,-24,1,1,2,1.39,1.39,-,3.61,3.61,0,1,0,1.99,0,0,0,,,,,,,0,0,0,0,,,,,,,-,1.99,1.39
240,1475,1.99,0,0,-24,1,1,2,1.39,1.39,-,2.92,2.92,0,1,0,1.99,0,0,0,,,,,,,0,0,0,0,,,,,,,-,1.99,1.39
241,294,1.9,0,0,-24,1,1,2,1.33,1.33,-,3.21,3.21,0,1,0,1.9,0,0,0,,,,,,,0,0,0,0,,,,,,,-,1.9,1.33
242,492,1.9,0,0,-24,1,1,2,1.33,1.33,-,3.12,3.12,0,1,0,1.9,0,0,0,,,,,,,0,0,0,0,,,,,,,-,1.9,1.33
243,1617,1.9,0,0,-24,1,1,2,1.33,1.33,-,3.05,3.05,0,1,0,1.9,0,0,0,,,,,,,0,0,0,0,,,,,,,-,1.9,1.33
244,1940,1.9,0,0,-24,1,1,2,1.33,1.33,-,3.29,3.29,0,1,0,1.9,0,0,0,,,,,,,0,0,0,0,,,,,,,-,1.9,1.33
245,1970,1.9,0,0,-24,1,1,2,1.33,1.33,-,3.06,3.06,0,1,0,1.9,0,0,0,,,,,,,0,0,0,0,,,,,,,-,1.9,1.33
246,2248,1.9,0,0,-24,1,1,2,1.33,1.33,-,3.42,3.42,0,1,0,1.9,0,0,0,,,,,,,0,0,0,0,,,,,,,-,1.9,1.33
247,2376,1.9,0,0,-24,1,1,2,1.33,1.33,-,3,3,0,1,0,1.9,0,0,0,,,,,,,0,0,0,0,,,,,,,-,1.9,1.33
248,920,1.89,0,0,-24,1,1,2,1.32,1.32,-,2.87,2.87,0,1,0,1.89,0,0,0,,,,,,,0,0,0,0,,,,,,,-,1.89,1.32
249,994,1.89,0,0,-24,1,1,2,1.32,1.32,-,2.12,2.12,0,1,0,1.89,0,0,0,,,,,,,0,0,0,0,,,,,,,-,1.89,1.32
250,795,1.8,0,0,-24,1,1,2,1.26,1.26,-,3.01,3.01,0,1,0,1.8,0,0,0,,,,,,,0,0,0,0,,,,,,,-,1.8,1.26
