BusNo,PL
2070,0
2071,0
2072,0
2073,0
2074,0
2075,0
2076,0
2077,0
2078,0
2079,0
2080,0
2081,0
2082,3.5987
2083,1.98182
2084,0.91469
2085,7.77023
2086,4.26393
2087,18.37692
2088,5.58514
2089,0
2090,0
2091,6.60146
2092,0
2093,5.48351
2094,4.46719
2095,10.6575
2096,19.99841
2097,4.16229
2098,8.27839
2099,11.16566
2100,7.61778
2101,2.5408
2102,2.5408
2103,3.5525
2104,8.47703
2105,2.48998
2106,5.83922
2107,5.83922
2108,4.31474
2109,0
2110,5.83922
2111,0
2112,0
2113,0
2114,6.60146
2115,4.36556
2116,6.27809
2117,5.30796
2118,9.23465
2119,9.23465
2120,4.846
2121,4.93839
2122,4.15305
2123,3.82968
2124,6.83244
2125,4.52262
2126,10.61593
2127,4.61502
2128,2.5408
2129,4.15305
2130,2.30982
2131,10.15396
2132,6.46287
2133,0
2134,0
2135,6.92484
2136,2.44841
2137,5.07698
2138,6.83244
2139,5.40036
2140,6.69385
2141,11.53985
2142,4.846
2143,7.01723
2144,3.92207
2145,3.00276
2146,6.92484
2147,7.61778
2148,2.07884
2149,1.61687
2150,2.30982
2151,0.46196
2152,3.69109
2153,0
2154,0.41577
2155,2.35601
2156,5.35416
2157,0
2158,0
2159,13.84967
2160,8.31073
2161,6.00091
2162,6.92484
2163,0
2164,0
2165,0
2166,0
2167,8.81889
2168,8.77269
2169,0
2170,0
2171,8.54171
2172,4.846
2173,3.69109
2174,3.00276
2175,7.10962
2176,4.61502
2177,4.06066
2178,2.81798
2179,7.89496
2180,7.52539
2181,0
2182,0.92393
2183,1.61687
2184,1.80166
2185,7.15582
2186,0
2187,0
2188,0
2189,0.92393
2190,3.78348
2191,10.61593
2192,9.23465
2193,4.47643
2194,11.07789
2195,3.46011
2196,2.30982
2197,11.35507
2198,2.77178
2199,3.69109
2200,4.846
2201,0.69295
2202,1.33969
2203,12.04801
2204,0
2205,8.07975
2206,6.00091
2207,6.41668
2208,7.84876
2209,5.21557
2210,4.93839
2211,7.61778
2212,3.69109
2213,7.24821
2214,6.0933
2215,2.77178
2216,2.77178
2217,7.84876
2218,8.31073
2219,2.77178
2220,6.92484
2221,43.84036
2222,3.5525
2223,5.53894
2224,7.10962
2225,4.01446
2226,5.81612
2227,0
2228,4.61502
2229,6.46287
2230,5.07698
2231,1.38589
2232,8.03355
2233,6.46287
2234,7.84876
2235,5.07698
2236,7.57159
2237,9.00367
2238,6.46287
2239,5.53894
2240,6.00091
2241,7.3868
2242,2.30982
2243,0.87773
2244,5.30796
2245,6.69385
2246,6.46287
2247,8.31073
2248,6.23189
2249,5.30796
2250,7.24821
2251,5.53894
2252,1.61687
2253,3.69109
2254,1.84785
2255,5.07698
2256,11.07789
2257,0
2258,0
2259,4.61502
2260,7.84876
2261,0
2262,4.15305
2263,9.00367
2264,10.61593
2265,4.01446
2266,4.15305
2267,11.30887
2268,1.15491
2269,8.31073
2270,3.22913
2271,7.3868
2272,10.61593
2273,6.1395
2274,2.77178
2275,9.692
2276,0.0462
2277,1.84785
2278,5.90852
2279,5.53894
2280,0
2281,0.97012
2282,2.30982
2283,6.00091
2284,1.38589
2285,3.27532
2286,3.27532
2287,6.60146
2288,5.35416
2289,2.5408
2290,2.77178
2291,1.2473
2292,3.00276
2293,7.71017
2294,3.69109
2295,5.58514
2296,2.30982
2297,2.30982
2298,7.84876
2299,9.692
2300,11.07789
2301,2.77178
2302,0.46196
2303,10.8931
2304,5.35416
2305,1.61687
2306,11.07789
2307,5.44655
2308,8.72649
2309,3.82968
2310,10.15396
2311,3.92207
2312,12.46378
2313,7.3406
2314,0
2315,6.0933
2316,4.38404
2317,10.15396
2318,2.63319
2319,1.61687
2320,4.15305
2321,4.15305
2322,4.15305
2323,11.53985
2324,3.92207
2325,0
2326,11.40126
2327,0.23098
2328,13.84967
2329,5.53894
2330,0.18479
2331,9.692
2332,2.21743
2333,2.44841
2334,3.69109
2335,3.00276
2336,31.84316
2337,3.00276
2338,10.61593
2339,16.15487
2340,0
2341,2.35601
2342,7.15582
2343,10.8931
2344,5.58514
2345,8.07975
2346,4.61502
2347,8.40312
2348,5.76993
2349,3.82968
2350,5.53894
2351,4.06066
2352,8.54171
2353,10.15396
2354,9.04987
2355,4.15305
2356,8.86508
2357,0
2358,1.89405
2359,5.76993
2360,10.52353
2361,8.58791
2362,0
2363,10.80071
2364,3.00276
2365,0
2366,0
2367,0
2368,15.23556
2369,0.92393
2370,5.30796
2371,6.00091
2372,23.07509
2373,18.46469
2374,4.43023
2375,5.07698
2376,10.15396
2377,0
2378,0
2379,6.00091
2380,0
2381,0
2382,1.38589
2383,23.09819
